# This file is generated by gfold V1.1.2 on Tue Jun 27 20:47:35 2017
# Normalization constants :
#    RWPE1	42835828	1.05083
#    RWPE2	38777259	1
# The GFOLD value could be considered as a reliable log2 fold change.
# It is positive/negative if the gene is up/down regulated.
# A gene with zero GFOLD value should never be considered as 
# differentially expressed. For a comprehensive description of 
# GFOLD, please refer to the manual.
#GeneSymbol	GeneName	GFOLD(0.01)	E-FDR	log2fdc	1stRPKM	2ndRPKM
		0	1	0.0715327	0	0
AAMDC	AAMDC	0	1	-0.321479	5.97519	5.01439
AAMP	AAMP	0.252505	1	0.346814	30.0242	40.1423
AANAT	AANAT	0	1	0.0715327	0.0434527	0.0480006
AAR2	AAR2	0.914248	1	1.00943	15.8222	33.4922
AARD	AARD	-0.558139	1	-2.2504	0.313706	0.0577566
AARS	AARS	-0.103088	1	-0.143346	104.724	99.6752
AARS2	AARS2	0.292426	1	0.424676	5.57506	7.86808
AARSD1	AARSD1	0.361501	1	0.534417	11.0221	16.7889
AASDH	AASDH	-0.203175	1	-0.34072	8.24185	6.83991
AASDHPPT	AASDHPPT	0	1	0.0268829	23.0186	24.6526
AASS	AASS	4.27273	1	5.16226	0.0477158	1.94148
AATF	AATF	0.230176	1	0.334567	20.5972	27.306
AATK	AATK	0.481973	1	1.21837	0.11764	0.293596
AATK-AS1	AATK-AS1	0	1	2.87889	0	0.0981166
ABAT	ABAT	0.700319	1	0.947411	1.09442	2.22223
ABCA1	ABCA1	-4.06297	1	-4.20074	25.7701	1.47088
ABCA10	ABCA10	-0.320115	1	-1.36904	0.136434	0.0529534
ABCA11P	ABCA11P	0	1	0.152522	4.68131	5.47066
ABCA12	ABCA12	-0.22166	1	-0.723648	0.2915	0.184399
ABCA13	ABCA13	1.18354	1	2.29393	0.0149438	0.0825394
ABCA17P	ABCA17P	1.81082	1	3.18006	0.0390197	0.418721
ABCA2	ABCA2	-0.206869	1	-0.326619	5.05714	4.23841
ABCA3	ABCA3	0	1	0.0506237	0.486426	0.52955
ABCA4	ABCA4	0	1	0.0715327	0.00637405	0.00704118
ABCA5	ABCA5	-1.19082	1	-1.39936	2.35689	0.937507
ABCA6	ABCA6	-1.85845	1	-4.73582	0.119017	0
ABCA7	ABCA7	-0.878714	1	-1.06428	3.50277	1.75881
ABCA8	ABCA8	0	1	-2.73582	0.0233294	0
ABCA9	ABCA9	0	1	-3.09839	0.0296397	0
ABCB1	ABCB1	0	1	-0.928467	0.00495016	0
ABCB10	ABCB10	-0.693037	1	-0.865085	6.59735	3.80439
ABCB11	ABCB11	0	1	0.0715327	0	0
ABCB4	ABCB4	0	1	-2.73582	0.0351228	0
ABCB5	ABCB5	0	1	0.0715327	0	0
ABCB6	ABCB6	-0.144799	1	-0.276749	11.3167	9.81801
ABCB7	ABCB7	0	1	-0.114334	7.55386	7.33457
ABCB8	ABCB8	0.550329	1	0.721295	3.07157	5.3265
ABCB9	ABCB9	0.214482	1	0.514941	1.27206	1.91318
ABCC1	ABCC1	0	1	-0.0320964	8.51559	8.75459
ABCC10	ABCC10	0.0497501	1	0.239023	2.52932	3.13858
ABCC11	ABCC11	0	1	0.334567	0.019026	0.0262717
ABCC12	ABCC12	0	1	0.0715327	0	0
ABCC13	ABCC13	0	1	0.0715327	0	0
ABCC2	ABCC2	-1.3076	1	-2.2504	0.295777	0.0615586
ABCC3	ABCC3	-0.687425	1	-0.801355	10.7668	6.49233
ABCC4	ABCC4	-0.566646	1	-0.75013	3.40167	2.12428
ABCC5	ABCC5	0	1	0.0106361	2.87678	3.04638
ABCC5-AS1	ABCC5-AS1	0	1	-0.51343	0.099552	0.0549857
ABCC6	ABCC6	-0.0778251	1	-0.807161	0.234328	0.138672
ABCC6P1	ABCC6P1	0	1	-0.0353825	0.111411	0.113605
ABCC6P2	ABCC6P2	-0.141661	1	-1.08893	1.22346	0.584438
ABCC8	ABCC8	0	1	1.6565	0	0.0104745
ABCC9	ABCC9	0	1	-0.121112	0.0193116	0.0182853
ABCD1	ABCD1	0.0757721	1	0.480496	0.75183	1.10501
ABCD2	ABCD2	0	1	0.0715327	0	0
ABCD3	ABCD3	-0.201977	1	-0.307103	14.35	12.1912
ABCD4	ABCD4	0.412398	1	0.570049	5.6717	8.85478
ABCE1	ABCE1	0.132589	1	0.1881	39.0864	46.8113
ABCF1	ABCF1	0.305757	1	0.392706	18.0209	24.8726
ABCF2	ABCF2	0.265073	1	0.3468	14.4384	19.3036
ABCF3	ABCF3	0	1	-0.0539982	12.4077	12.5633
ABCG1	ABCG1	-0.392429	1	-0.503283	14.674	10.8804
ABCG2	ABCG2	0.327328	1	0.662348	0.799417	1.33276
ABCG4	ABCG4	0	1	0.334567	0.0237306	0.0327679
ABCG5	ABCG5	0	1	0.0715327	0	0
ABCG8	ABCG8	0	1	-2.2504	0.0350393	0
ABHD1	ABHD1	0.307454	1	0.766678	1.33999	2.40762
ABHD10	ABHD10	0	1	-0.104861	11.8472	11.5799
ABHD11	ABHD11	1.30022	1	1.57491	2.73895	8.60655
ABHD12	ABHD12	0	1	0.0989331	13.12	14.7713
ABHD12B	ABHD12B	0	1	-0.776464	0.601392	0.362365
ABHD13	ABHD13	-0.00444333	1	-0.159669	4.45588	4.19267
ABHD14A	ABHD14A	0	1	0.270841	3.39218	4.30581
ABHD14A-ACY1	ABHD14A-ACY1	0	1	-0.00126901	20.4377	21.4651
ABHD14B	ABHD14B	-0.794573	1	-0.918497	20.7106	11.5132
ABHD15	ABHD15	0.240907	1	0.438838	3.52088	5.0193
ABHD16A	ABHD16A	-0.191561	1	-0.337253	11.5454	9.60435
ABHD16B	ABHD16B	1.45762	1	1.8353	1.24874	4.71914
ABHD17A	ABHD17A	-0.711373	1	-0.872775	16.9237	9.70819
ABHD17B	ABHD17B	0	1	-0.0970492	4.79789	4.71467
ABHD17C	ABHD17C	0.247325	1	0.370957	13.1563	17.8879
ABHD2	ABHD2	0	1	-0.0268525	18.7644	19.3617
ABHD3	ABHD3	-0.276516	1	-0.479282	7.54413	5.68492
ABHD4	ABHD4	-0.964053	1	-1.16642	8.37403	3.91604
ABHD5	ABHD5	0.111474	1	0.242892	5.35543	6.66266
ABHD6	ABHD6	-1.28475	1	-1.51888	7.74588	2.83424
ABHD8	ABHD8	0	1	0.0414127	2.69193	2.91198
ABI1	ABI1	-0.458513	1	-0.565258	15.4994	11.0092
ABI2	ABI2	0.281232	1	0.38764	6.02244	8.28338
ABI3	ABI3	0	1	0.0715327	0	0
ABI3BP	ABI3BP	0	1	0.365264	0.156572	0.213317
ABL1	ABL1	-0.586916	1	-0.657955	23.0983	15.3874
ABL2	ABL2	-0.341394	1	-0.426559	6.88223	5.38233
ABLIM1	ABLIM1	-1.56945	1	-1.64163	25.6898	8.65304
ABLIM2	ABLIM2	0.487752	1	0.93067	0.390614	0.786848
ABLIM3	ABLIM3	2.08833	1	2.27618	2.00869	10.2499
ABO	ABO	0	1	0.0715327	0	0
ABR	ABR	-0.0271038	1	-0.140454	6.61838	6.31147
ABRA	ABRA	0	1	0.361039	0.0678139	0.0936395
ABRACL	ABRACL	0	1	-0.0613616	13.7859	13.886
ABT1	ABT1	0	1	0.0908117	11.4919	12.8657
ABTB1	ABTB1	-0.345331	1	-0.811428	1.62791	0.969294
ABTB2	ABTB2	0	1	0.0211591	1.93787	2.06706
AC093375.1	AC093375.1	0	1	0.17206	1.24784	1.47895
ACAA1	ACAA1	0	1	0.125243	6.80258	7.80009
ACAA2	ACAA2	2.1969	1	2.41075	3.3919	19.0145
ACACA	ACACA	0.620077	1	0.67919	10.9094	18.3645
ACACB	ACACB	0	1	0.189474	1.36046	1.63111
ACAD10	ACAD10	-0.0359029	1	-0.205243	4.91113	4.47701
ACAD11	ACAD11	-0.359387	1	-0.493097	10.1691	7.5929
ACAD8	ACAD8	0	1	-0.123695	7.61548	7.34633
ACAD9	ACAD9	0.984421	1	1.12227	7.34038	16.8079
ACADL	ACADL	0	1	2.39346	0	0.041427
ACADM	ACADM	-0.0169298	1	-0.142592	13.1203	12.4931
ACADS	ACADS	0	1	-0.0685153	2.75219	2.75775
ACADSB	ACADSB	0.372632	1	0.675604	0.781963	1.31524
ACADVL	ACADVL	-0.282851	1	-0.330889	104.807	87.5922
ACAN	ACAN	0	1	-1.51343	0.0211266	0.00583446
ACAP1	ACAP1	0	1	0.351641	0.642265	0.863723
ACAP2	ACAP2	-0.743555	1	-0.815593	20.0011	11.9446
ACAP3	ACAP3	0	1	-0.041621	6.41536	6.5517
ACAT1	ACAT1	0.477405	1	0.602139	13.3025	21.2325
ACAT2	ACAT2	1.61054	1	1.69665	29.8472	101.74
ACBD3	ACBD3	-1.02131	1	-1.13694	18.0015	8.60093
ACBD4	ACBD4	0.795091	1	1.0539	2.08376	4.55693
ACBD5	ACBD5	-0.206319	1	-0.339894	8.02122	6.66072
ACBD6	ACBD6	0.213008	1	0.324175	24.1395	31.7726
ACBD7	ACBD7	1.34573	1	1.72361	0.671946	2.34926
ACCS	ACCS	0	1	-0.401719	1.21071	0.960203
ACCSL	ACCSL	0	1	1.07153	0	0.0141694
ACD	ACD	0.292614	1	0.44261	9.96623	14.2422
ACE	ACE	0	1	-0.191502	0.0223653	0.0197649
ACE2	ACE2	-0.70936	1	-3.73582	0.0865367	0
ACER1	ACER1	0	1	1.07153	0	0.0237025
ACER2	ACER2	-1.2459	1	-1.76497	1.42427	0.434025
ACER3	ACER3	0.603064	1	0.744994	4.78925	8.44131
ACHE	ACHE	0.480816	1	2.20904	0.0310438	0.180038
ACIN1	ACIN1	0.385449	1	0.447507	23.4448	33.6105
ACKR1	ACKR1	0	1	0.0715327	0	0
ACKR2	ACKR2	0	1	0.771972	0.0552076	0.104547
ACKR3	ACKR3	0	1	0.207188	0.778165	0.945571
ACKR4	ACKR4	0	1	-0.458982	0.225163	0.169136
ACLY	ACLY	1.00207	1	1.06449	23.1358	50.8716
ACMSD	ACMSD	0	1	0.48657	0.0373519	0.0618919
ACN9	ACN9	-0.0241208	1	-0.206235	8.47772	7.7227
ACO1	ACO1	-0.571676	1	-0.688932	14.0973	9.18976
ACO2	ACO2	-0.159719	1	-0.243399	30.6525	27.2184
ACOT1	ACOT1	0	1	0.0591913	8.53408	9.34685
ACOT11	ACOT11	0.166242	1	0.475923	1.39753	2.04573
ACOT12	ACOT12	0	1	0.0715327	0	0
ACOT13	ACOT13	0.125327	1	0.245607	7.78519	9.70364
ACOT2	ACOT2	0.132541	1	0.288854	8.70973	11.1873
ACOT4	ACOT4	-0.0724919	1	-0.441995	2.80368	2.16483
ACOT6	ACOT6	0	1	1.6565	0	0.0513711
ACOT7	ACOT7	0.927679	1	1.05209	10.5731	23.0573
ACOT8	ACOT8	0.529672	1	0.675779	17.2645	29.0036
ACOT9	ACOT9	0.630952	1	0.745804	18.6138	32.8215
ACOX1	ACOX1	-0.440067	1	-0.549441	6.99258	5.02154
ACOX2	ACOX2	0	1	0.656495	0.0101104	0.0223372
ACOX3	ACOX3	-0.166944	1	-0.397288	4.0614	3.23924
ACOXL	ACOXL	0.0798847	1	3.24146	0	0.0869391
ACP1	ACP1	0.158412	1	0.239008	40.5994	50.3708
ACP2	ACP2	0	1	0.109429	7.95667	9.02368
ACP5	ACP5	0	1	0.108059	0.490115	0.55566
ACP6	ACP6	0	1	0.138204	5.72003	6.61824
ACPP	ACPP	0	1	-0.250395	0.146747	0.128334
ACPT	ACPT	0	1	0.116621	2.16638	2.4697
ACR	ACR	0	1	0.0715327	0	0
ACRBP	ACRBP	-0.618625	1	-2.09839	0.433231	0.0957148
ACRC	ACRC	-1.5947	1	-2.13606	1.41774	0.3327
ACRV1	ACRV1	0.194719	1	1.15399	0.317889	0.768162
ACSBG1	ACSBG1	0	1	-0.217974	0.164511	0.147115
ACSBG2	ACSBG2	0	1	-0.0215767	0.125555	0.12945
ACSF2	ACSF2	1.45362	1	1.60238	6.44297	20.586
ACSF3	ACSF3	0	1	-0.0270111	3.94517	4.06994
ACSL1	ACSL1	0.736198	1	0.840169	8.06712	15.1859
ACSL3	ACSL3	0.0431633	1	0.0815194	81.6832	90.8593
ACSL4	ACSL4	-0.476517	1	-0.540125	30.6657	22.1678
ACSL5	ACSL5	0	1	-0.302863	0.212	0.179085
ACSL6	ACSL6	0	1	0.223536	0.0270079	0.033564
ACSM1	ACSM1	0	1	-0.606539	0.0796756	0.0502941
ACSM2A	ACSM2A	0	1	0.0715327	0	0
ACSM2B	ACSM2B	0	1	0.0715327	0	0
ACSM3	ACSM3	0	1	0.0602174	1.29411	1.4183
ACSM4	ACSM4	0	1	-1.92847	0.0401806	0
ACSM5	ACSM5	0	1	0.0715327	0	0
ACSS1	ACSS1	0.640906	1	1.01544	0.679442	1.44979
ACSS2	ACSS2	2.21182	1	2.29163	15.4414	79.5052
ACSS3	ACSS3	0	1	0.0715327	0	0
ACTA1	ACTA1	0	1	-0.928467	0.0156467	0
ACTA2	ACTA2	0.968939	1	1.40066	0.996354	2.78642
ACTB	ACTB	0.669047	1	0.686542	782.764	1324.34
ACTBL2	ACTBL2	0	1	1.01013	0.0919092	0.203058
ACTC1	ACTC1	0	1	0.0715327	0	0
ACTG1	ACTG1	0.549465	1	0.571248	448.866	701.099
ACTG1P4	ACTG1P4	0	1	-1.694	0.188361	0.0520188
ACTG2	ACTG2	0	1	1.6565	0	0.0387503
ACTL10	ACTL10	1.5721	1	2.02071	0.736724	3.17903
ACTL6A	ACTL6A	0.152391	1	0.24001	33.9028	42.092
ACTL6B	ACTL6B	0	1	0.0715327	0	0
ACTL7A	ACTL7A	0	1	-0.802936	0.152781	0.0843858
ACTL7B	ACTL7B	0	1	-2.51343	0.08296	0
ACTL8	ACTL8	0	1	0.0715327	0	0
ACTL9	ACTL9	0	1	0.0715327	0	0
ACTN1	ACTN1	1.42795	1	1.46856	57.6881	167.838
ACTN1-AS1	ACTN1-AS1	0.793763	1	2.39346	0.194866	1.24852
ACTN2	ACTN2	0	1	-0.928467	0.00456848	0
ACTN3	ACTN3	0	1	0.0715327	0.0140168	0.0154838
ACTN4	ACTN4	-0.317443	1	-0.356413	102.513	84.174
ACTR10	ACTR10	0.271415	1	0.393461	12.9588	17.8965
ACTR1A	ACTR1A	0	1	-0.0106342	25.677	26.7936
ACTR1B	ACTR1B	0	1	0.0228737	24.6166	26.2908
ACTR2	ACTR2	0.0117845	1	0.0737452	34.7654	38.463
ACTR3	ACTR3	0	1	0.0211477	27.9854	29.8532
ACTR3B	ACTR3B	0.290889	1	0.536727	3.338	5.09485
ACTR3BP2	ACTR3BP2	0	1	0.0715327	0	0
ACTR3BP5	ACTR3BP5	0	1	0.0715327	0	0
ACTR3C	ACTR3C	0.193884	1	0.472243	4.14291	6.04754
ACTR5	ACTR5	0.850765	1	0.990933	8.13636	17.0084
ACTR6	ACTR6	0.259085	1	0.444639	5.12537	7.33574
ACTR8	ACTR8	-0.256525	1	-0.455714	4.40774	3.37636
ACTRT1	ACTRT1	0	1	0.0715327	0	0
ACTRT2	ACTRT2	0	1	0.0715327	0	0
ACTRT3	ACTRT3	0	1	-0.0928542	0.745919	0.733866
ACVR1	ACVR1	-0.706563	1	-0.924328	5.2136	2.88378
ACVR1B	ACVR1B	-0.0958375	1	-0.242409	5.68204	5.04822
ACVR1C	ACVR1C	-0.624886	1	-2.30698	0.064297	0.0113642
ACVR2A	ACVR2A	-0.305997	1	-0.536934	2.25172	1.62983
ACVR2B	ACVR2B	0.160928	1	0.332167	1.43892	1.9047
ACVR2B-AS1	ACVR2B-AS1	-0.186603	1	-0.905008	0.556494	0.30737
ACVRL1	ACVRL1	0	1	0.0715327	0	0
ACY1	ACY1	0	1	-0.0141622	23.3867	24.3437
ACY3	ACY3	0	1	1.07153	0	0.0198372
ACYP1	ACYP1	0.786499	1	1.09692	5.71713	12.8942
ACYP2	ACYP2	-0.700375	1	-1.18586	2.90379	1.32951
ADA	ADA	2.36482	1	2.61585	3.00193	19.4254
ADAD1	ADAD1	0	1	0.0715327	0	0
ADAD2	ADAD2	0	1	0.0715327	0.0202647	0.0223857
ADAL	ADAL	0.281829	1	0.420747	4.89384	6.88801
ADAM10	ADAM10	-0.208378	1	-0.262886	39.6688	34.7533
ADAM11	ADAM11	0.621374	1	1.18474	0.254556	0.615123
ADAM12	ADAM12	1.18097	1	2.39346	0.0261217	0.155821
ADAM15	ADAM15	0.43792	1	0.492813	44.4058	65.6909
ADAM17	ADAM17	-0.423092	1	-0.516341	21.1767	15.5615
ADAM18	ADAM18	0	1	0.0715327	0	0
ADAM19	ADAM19	0.225611	1	0.500536	0.915348	1.36268
ADAM1A	ADAM1A	0.0502406	1	0.461479	0.945306	1.37114
ADAM2	ADAM2	0	1	0.0715327	0	0
ADAM20	ADAM20	0	1	-0.343505	0.326093	0.267859
ADAM20P1	ADAM20P1	0	1	-0.387899	0.330643	0.263319
ADAM21	ADAM21	1.12536	1	2.09707	0.113921	0.542097
ADAM21P1	ADAM21P1	2.35295	1	4.20082	0.0113933	0.427917
ADAM22	ADAM22	-0.497098	1	-1.33446	0.127648	0.0515224
ADAM23	ADAM23	0	1	-0.928467	0.018751	0.0082854
ADAM28	ADAM28	0	1	0.48657	0.0126944	0.0210345
ADAM29	ADAM29	0	1	0.0715327	0	0
ADAM30	ADAM30	0	1	0.0715327	0	0
ADAM32	ADAM32	-1.03854	1	-1.60023	1.16425	0.39718
ADAM33	ADAM33	0	1	-1.51343	0.0327971	0.00724594
ADAM3A	ADAM3A	0	1	0.0715327	0	0
ADAM5	ADAM5	0	1	-0.928467	0.013692	0
ADAM6	ADAM6	0	1	0.0715327	0	0
ADAM7	ADAM7	0	1	0.0715327	0	0
ADAM8	ADAM8	0	1	0.151934	3.5714	4.17175
ADAM9	ADAM9	-0.0395106	1	-0.0862068	62.2019	61.5949
ADAMDEC1	ADAMDEC1	0	1	0.0715327	0	0
ADAMTS1	ADAMTS1	1.28524	1	1.546	1.08418	3.3379
ADAMTS10	ADAMTS10	0	1	1.87889	0.00534944	0.035456
ADAMTS12	ADAMTS12	3.51512	1	6.30035	0	0.385211
ADAMTS13	ADAMTS13	-0.457721	1	-0.868346	0.830417	0.475835
ADAMTS14	ADAMTS14	0	1	0.48657	0.0753492	0.112613
ADAMTS15	ADAMTS15	-2.94451	1	-3.41442	2.25388	0.218083
ADAMTS16	ADAMTS16	0	1	-0.413894	0.0281604	0.0207385
ADAMTS17	ADAMTS17	-2.08316	1	-2.67666	0.789104	0.126274
ADAMTS18	ADAMTS18	0	1	0.0715327	0	0
ADAMTS19	ADAMTS19	0	1	0.0715327	0	0
ADAMTS2	ADAMTS2	0	1	3.07153	0	0.025533
ADAMTS20	ADAMTS20	0	1	1.07153	0	0.00449822
ADAMTS3	ADAMTS3	-0.963746	1	-2.80294	0.0842054	0.00885892
ADAMTS4	ADAMTS4	0	1	2.07153	0	0.0178589
ADAMTS5	ADAMTS5	0	1	-1.51343	0.00483182	0
ADAMTS6	ADAMTS6	0.812019	1	1.09632	0.645616	1.45476
ADAMTS7	ADAMTS7	0.612787	1	0.85229	1.29269	2.4567
ADAMTS7P1	ADAMTS7P1	1.33316	1	1.8085	0.138205	0.514938
ADAMTS8	ADAMTS8	0	1	-1.51343	0.0127464	0
ADAMTS9	ADAMTS9	0	1	-3.09839	0.0255415	0
ADAMTS9-AS2	ADAMTS9-AS2	0	1	-1.51343	0.020956	0
ADAMTSL1	ADAMTSL1	0	1	0.0715327	0	0
ADAMTSL2	ADAMTSL2	0	1	-2.2504	0.0225937	0
ADAMTSL3	ADAMTSL3	-0.9394	1	-1.3634	0.693824	0.281263
ADAMTSL4	ADAMTSL4	1.70037	1	1.96548	1.0189	4.19891
ADAMTSL4-AS1	ADAMTSL4-AS1	0	1	0.232814	2.0731	2.5639
ADAMTSL5	ADAMTSL5	0	1	0.48657	0.408557	0.604766
ADAP1	ADAP1	0.602259	1	0.745135	7.43288	13.1022
ADAP2	ADAP2	1.03252	1	2.159	0.0934137	0.469049
ADAR	ADAR	-0.335558	1	-0.381778	41.0281	33.1008
ADARB1	ADARB1	0.258971	1	0.480245	1.30366	1.91292
ADARB2	ADARB2	0	1	-0.343505	0.0193941	0.0153028
ADARB2-AS1	ADARB2-AS1	0	1	0.0715327	0	0
ADAT1	ADAT1	0.0155907	1	0.155354	7.25034	8.48874
ADAT2	ADAT2	0	1	0.0955448	2.22451	2.49864
ADAT3	ADAT3	0	1	-0.786448	0.402004	0.2379
ADC	ADC	0	1	-0.447841	0.909404	0.697301
ADCK1	ADCK1	0.757337	1	1.07153	1.72422	3.82092
ADCK2	ADCK2	0.355734	1	0.488184	11.0207	16.2541
ADCK3	ADCK3	-1.18238	1	-1.41503	6.0997	2.39891
ADCK4	ADCK4	0	1	0.011763	8.97523	9.51183
ADCK5	ADCK5	0.407708	1	0.751991	1.76144	3.12625
ADCY1	ADCY1	0	1	-0.132608	0.258165	0.247293
ADCY10	ADCY10	0	1	-1.3435	0.0301447	0.00951423
ADCY10P1	ADCY10P1	-2.07642	1	-2.79354	0.776632	0.112884
ADCY2	ADCY2	0	1	0.0715327	0	0
ADCY3	ADCY3	0.436038	1	0.520915	14.3224	21.6056
ADCY4	ADCY4	0	1	1.07153	0.012551	0.0346617
ADCY5	ADCY5	0	1	-1.2504	0.0335791	0.0123645
ADCY6	ADCY6	0	1	0.0470719	5.594	6.07554
ADCY7	ADCY7	0	1	0.117662	5.15795	5.88306
ADCY8	ADCY8	0	1	1.07153	0	0.0062883
ADCY9	ADCY9	-0.676199	1	-0.813921	5.04241	3.0137
ADCYAP1	ADCYAP1	0	1	0.0715327	0	0
ADCYAP1R1	ADCYAP1R1	0	1	-0.928467	0.00355056	0
ADD1	ADD1	0.0758596	1	0.147542	19.8644	23.1308
ADD2	ADD2	0.997316	1	1.41345	0.333892	0.941623
ADD3	ADD3	0	1	-0.0480387	8.74679	8.89329
ADD3-AS1	ADD3-AS1	0	1	-0.191502	0.857197	0.785738
ADGB	ADGB	0	1	-0.928467	0.00441387	0
ADH1A	ADH1A	0	1	-1.73582	0.0933798	0.0171922
ADH1B	ADH1B	0	1	1.07153	0	0.00916429
ADH1C	ADH1C	0	1	-0.51343	0.0265585	0.0146691
ADH4	ADH4	0	1	0.0715327	0.0117963	0.013031
ADH5	ADH5	-0.237497	1	-0.305507	49.1556	41.8099
ADH6	ADH6	-0.410819	1	-1.97909	0.217451	0.0514737
ADH7	ADH7	0	1	-2.73582	0.0584354	0
ADHFE1	ADHFE1	-1.74529	1	-3.22615	0.714515	0.068043
ADI1	ADI1	-0.113952	1	-0.241147	21.6456	19.2489
ADIG	ADIG	0	1	-1.92847	0.0909543	0
ADIPOQ	ADIPOQ	0	1	0.0715327	0	0
ADIPOQ-AS1	ADIPOQ-AS1	0	1	0.0715327	0	0
ADIPOR1	ADIPOR1	-0.537688	1	-0.618871	42.7782	29.2793
ADIPOR2	ADIPOR2	0.512778	1	0.578469	26.0886	40.9556
ADIRF	ADIRF	0	1	0.112405	24.144	27.4385
ADK	ADK	0.683341	1	0.777099	19.6408	35.3889
ADM	ADM	1.17102	1	1.32459	10.6978	28.1909
ADM2	ADM2	-0.514362	1	-0.786881	2.27276	1.38206
ADM5	ADM5	-0.490113	1	-0.795712	3.6587	2.21008
ADNP	ADNP	0.339542	1	0.397819	21.3103	29.5159
ADNP2	ADNP2	0	1	-0.0783308	14.2704	14.2082
ADO	ADO	0	1	-0.0143128	11.171	11.6269
ADORA1	ADORA1	0	1	-1.51343	0.207937	0.0706771
ADORA2A	ADORA2A	0	1	0.175869	0.307897	0.366286
ADORA2A-AS1	ADORA2A-AS1	0	1	-0.191502	0.0682782	0.0617109
ADORA2B	ADORA2B	-0.289215	1	-0.423363	18.5397	14.529
ADORA3	ADORA3	0	1	0.0715327	0	0
ADPGK	ADPGK	0.415849	1	0.507282	19.6266	29.329
ADPGK-AS1	ADPGK-AS1	0	1	-0.157949	0.282192	0.264495
ADPRH	ADPRH	0	1	-0.142592	0.545265	0.518288
ADPRHL1	ADPRHL1	0	1	-0.446316	0.664548	0.509136
ADPRHL2	ADPRHL2	0.411845	1	0.546276	14.689	22.5552
ADPRM	ADPRM	-0.224736	1	-0.478302	6.53597	4.92662
ADRA1A	ADRA1A	0	1	0.0715327	0	0
ADRA1B	ADRA1B	0.851769	1	2.31946	0.0724998	0.423322
ADRA1D	ADRA1D	1.65521	1	2.98907	0.0700523	0.648093
ADRA2A	ADRA2A	0	1	-0.51343	0.0120552	0.00665848
ADRA2B	ADRA2B	1.32672	1	2.10716	0.131932	0.621313
ADRA2C	ADRA2C	0.337479	1	2.01013	0.0596143	0.289756
ADRB1	ADRB1	0	1	0.18701	0.579137	0.693815
ADRB2	ADRB2	-0.0168163	1	-0.128718	22.0417	21.1914
ADRB3	ADRB3	0	1	0.0715327	0	0
ADRBK1	ADRBK1	0.0137315	1	0.114177	14.9058	16.9601
ADRBK2	ADRBK2	0.183835	1	0.367788	1.54688	2.09895
ADRM1	ADRM1	0.894213	1	0.965005	54.1666	111.169
ADSL	ADSL	0.744484	1	0.838899	29.7226	55.8994
ADSS	ADSS	-0.999381	1	-1.13764	16.0948	7.68458
ADSSL1	ADSSL1	1.74804	1	1.99616	2.47155	10.3997
ADTRP	ADTRP	-2.09461	1	-2.54622	4.46042	0.791138
AEBP1	AEBP1	0.864119	1	2.01013	0.0628474	0.284012
AEBP2	AEBP2	-0.82228	1	-0.996804	4.51462	2.37588
AEN	AEN	0.768921	1	0.862595	15.0513	28.776
AES	AES	-1.28818	1	-1.36711	79.6828	32.4643
AFAP1	AFAP1	0	1	-0.0401655	7.53828	7.70662
AFAP1-AS1	AFAP1-AS1	0.0385748	1	0.313351	0.938059	1.22603
AFAP1L1	AFAP1L1	0.986383	1	1.09668	7.55995	17.0024
