# This file is generated by gfold V1.1.2 on Tue Jun 27 19:11:36 2017
# Normalization constants :
#    RWPE1	42835828	1.04939
#    AQ0396	39134511	1
# The GFOLD value could be considered as a reliable log2 fold change.
# It is positive/negative if the gene is up/down regulated.
# A gene with zero GFOLD value should never be considered as 
# differentially expressed. For a comprehensive description of 
# GFOLD, please refer to the manual.
#GeneSymbol	GeneName	GFOLD(0.01)	E-FDR	log2fdc	1stRPKM	2ndRPKM
		0	1	0.0695516	0	0
AASS	AASS	0.824842	1	1.89267	0.0477158	0.195858
AATF	AATF	0.508999	1	0.609022	20.5972	32.7736
AATK	AATK	0	1	0.216393	0.11764	0.143073
AATK-AS1	AATK-AS1	0	1	0.0695516	0	0
ABAT	ABAT	3.53072	1	3.73374	1.09442	15.2369
ABCA1	ABCA1	-3.77324	1	-3.89821	25.7701	1.80053
ABCA10	ABCA10	-1.25477	1	-2.85645	0.136434	0.0161446
ABCA11P	ABCA11P	-1.0601	1	-1.38515	4.68131	1.86084
ABCA12	ABCA12	-0.302569	1	-0.813091	0.2915	0.171807
ABCA13	ABCA13	1.06201	1	2.18503	0.0149438	0.0758378
ABCA17P	ABCA17P	0.712524	1	2.19883	0.0390197	0.207449
ABCA2	ABCA2	-0.774893	1	-0.909895	5.05714	2.80593
ABCA3	ABCA3	0	1	-0.26803	0.486426	0.420544
ABCA4	ABCA4	0	1	0.0695516	0.00637405	0.0069769
ABCA5	ABCA5	-0.235659	1	-0.40345	2.35689	1.8579
ABCA6	ABCA6	-1.86043	1	-4.7378	0.119017	0
ABCA7	ABCA7	-1.90575	1	-2.14909	3.50277	0.820781
ABCA8	ABCA8	0	1	-2.7378	0.0233294	0
ABCA9	ABCA9	0	1	-2.10037	0.0296397	0.00405537
ABCB1	ABCB1	0	1	-0.930448	0.00495016	0
ABCB10	ABCB10	0.284608	1	0.420023	6.59735	9.20885
ABCB11	ABCB11	0	1	0.0695516	0	0
ABCB4	ABCB4	0	1	0.0695516	0.0351228	0.0384447
ABCB5	ABCB5	0	1	0.0695516	0	0
ABCB6	ABCB6	-0.636607	1	-0.78259	11.3167	6.85813
ABCB7	ABCB7	0.408931	1	0.561757	7.55386	11.6342
ABCB8	ABCB8	0.789765	1	0.955326	3.07157	6.21688
ABCB9	ABCB9	0.486602	1	0.775168	1.27206	2.27485
ABCC1	ABCC1	0	1	-0.0392647	8.51559	8.64352
ABCC10	ABCC10	1.02699	1	1.19194	2.52932	6.0328
ABCC11	ABCC11	0	1	0.0695516	0.019026	0.0208255
ABCC12	ABCC12	0	1	0.0695516	0	0
ABCC13	ABCC13	0	1	0.0695516	0	0
ABCC2	ABCC2	-1.06142	1	-1.88981	0.295777	0.0797648
ABCC3	ABCC3	-0.425964	1	-0.533618	10.7668	7.75652
ABCC4	ABCC4	0.639339	1	0.779693	3.40167	6.09395
ABCC5	ABCC5	0.920262	1	1.05874	2.87678	6.25431
ABCC5-AS1	ABCC5-AS1	0	1	0.806517	0.099552	0.217935
ABCC6	ABCC6	0.776024	1	1.29194	0.234328	0.604585
ABCC6P1	ABCC6P1	0	1	0.721628	0.111411	0.196994
ABCC6P2	ABCC6P2	0.771034	1	1.39148	1.22346	3.40223
ABCC8	ABCC8	0	1	0.0695516	0	0
ABCC9	ABCC9	0	1	1.23948	0.0193116	0.0513353
ABCD1	ABCD1	0.997281	1	1.35464	0.75183	2.0155
ABCD2	ABCD2	0	1	2.87691	0	0.0287057
ABCD3	ABCD3	0.728054	1	0.81551	14.35	26.347
ABCD4	ABCD4	0	1	0.0159706	5.6717	5.9815
ABCE1	ABCE1	-0.509612	1	-0.573573	39.0864	27.3929
ABCF1	ABCF1	0.443821	1	0.528934	18.0209	27.1241
ABCF2	ABCF2	0.15627	1	0.239424	14.4384	17.7795
ABCF3	ABCF3	0.0946373	1	0.219655	12.4077	15.0714
ABCG1	ABCG1	-4.7581	1	-5.17013	14.674	0.418203
ABCG2	ABCG2	2.5068	1	2.77943	0.799417	5.75477
ABCG4	ABCG4	0	1	-2.25238	0.0237306	0
ABCG5	ABCG5	0	1	0.0695516	0	0
ABCG8	ABCG8	0	1	-2.25238	0.0350393	0
ABHD1	ABHD1	0.211619	1	0.677234	1.33999	2.24427
ABHD10	ABHD10	0.132812	1	0.254584	11.8472	14.7435
ABHD11	ABHD11	2.16296	1	2.41947	2.73895	15.3473
ABHD12	ABHD12	1.2345	1	1.34213	13.12	34.71
ABHD12B	ABHD12B	-0.545943	1	-1.51541	0.601392	0.20945
ABHD13	ABHD13	-0.219878	1	-0.381537	4.45588	3.56642
ABHD14A	ABHD14A	0	1	-0.0318937	3.39218	3.45933
ABHD14A-ACY1	ABHD14A-ACY1	-0.801844	1	-0.944541	20.4377	11.0697
ABHD14B	ABHD14B	-0.681508	1	-0.802252	20.7106	12.3832
ABHD15	ABHD15	0.335794	1	0.530793	3.52088	5.3086
ABHD16A	ABHD16A	0.0463584	1	0.179233	11.5454	13.6364
ABHD16B	ABHD16B	-0.0865271	1	-0.632768	1.24874	0.834498
ABHD17A	ABHD17A	-1.04083	1	-1.2152	16.9237	7.59439
ABHD17B	ABHD17B	0.348679	1	0.518586	4.79789	7.17205
ABHD17C	ABHD17C	0	1	-0.0302938	13.1563	13.4369
ABHD2	ABHD2	0	1	0.0555323	18.7644	20.3405
ABHD3	ABHD3	0.649428	1	0.812552	7.54413	13.8288
ABHD4	ABHD4	0.193455	1	0.344281	8.37403	11.0909
ABHD5	ABHD5	-0.239416	1	-0.386363	5.35543	4.27234
ABHD6	ABHD6	-2.9683	1	-3.35581	7.74588	0.779507
ABHD8	ABHD8	0.700026	1	0.96447	2.69193	5.48959
ABI1	ABI1	0.440453	1	0.528356	15.4994	23.3197
ABI2	ABI2	0	1	0.0426759	6.02244	6.4703
ABI3	ABI3	0	1	0.0695516	0	0
ABI3BP	ABI3BP	0	1	-0.977754	0.156572	0.0799778
ABL1	ABL1	-1.35182	1	-1.43691	23.0983	8.89616
ABL2	ABL2	-0.523988	1	-0.612393	6.88223	4.69483
ABLIM1	ABLIM1	-0.631892	1	-0.689367	25.6898	16.6157
ABLIM2	ABLIM2	-1.31901	1	-2.10879	0.390614	0.0905417
ABLIM3	ABLIM3	1.54973	1	1.74545	2.00869	7.0381
ABO	ABO	0	1	0.0695516	0	0
ABR	ABR	0.335094	1	0.437799	6.61838	9.35199
ABRA	ABRA	0	1	-1.10037	0.0678139	0.0278354
ABRACL	ABRACL	3.4506	1	3.60386	13.7859	175.151
ABT1	ABT1	0.0372403	1	0.176744	11.4919	13.5499
ABTB1	ABTB1	0	1	-0.312011	1.62791	1.36484
ABTB2	ABTB2	0.842499	1	1.04458	1.93787	4.17456
AC093375.1	AC093375.1	0	1	0.446919	1.24784	1.77846
ACAA1	ACAA1	0.665124	1	0.839469	6.80258	12.7057
ACAA2	ACAA2	1.15857	1	1.39148	3.3919	9.30157
ACACA	ACACA	0.462084	1	0.522533	10.9094	16.3467
ACACB	ACACB	-0.160386	1	-0.381555	1.36046	1.08853
ACAD10	ACAD10	0	1	-0.0503801	4.91113	4.94632
ACAD11	ACAD11	-1.78443	1	-1.97391	10.1691	2.69469
ACAD8	ACAD8	-0.351797	1	-0.549932	7.61548	5.42172
ACAD9	ACAD9	0.851648	1	0.991688	7.34038	15.2333
ACADL	ACADL	0	1	0.0695516	0	0
ACADM	ACADM	0.489621	1	0.600644	13.1203	20.7565
ACADS	ACADS	0	1	0.292852	2.75219	3.51902
ACADSB	ACADSB	0.73737	1	1.02561	0.781963	1.66453
ACADVL	ACADVL	-0.49428	1	-0.544401	104.807	74.9545
ACAN	ACAN	0	1	-3.10037	0.0211266	0
ACAP1	ACAP1	-0.367908	1	-1.05973	0.642265	0.315845
ACAP2	ACAP2	-0.772719	1	-0.845197	20.0011	11.6111
ACAP3	ACAP3	0	1	-0.0864879	6.41536	6.30155
ACAT1	ACAT1	0.368793	1	0.495513	13.3025	19.5658
ACAT2	ACAT2	0.00604734	1	0.111829	29.8472	33.6422
ACBD3	ACBD3	0.169566	1	0.257204	18.0015	22.4421
ACBD4	ACBD4	0	1	0.154607	2.08376	2.41992
ACBD5	ACBD5	0.602775	1	0.714709	8.02122	13.7343
ACBD6	ACBD6	-0.494345	1	-0.62658	24.1395	16.3026
ACBD7	ACBD7	0.969069	1	1.36173	0.671946	1.81221
ACCS	ACCS	0.729543	1	1.0998	1.21071	2.71839
ACCSL	ACCSL	0	1	0.0695516	0	0
ACD	ACD	0	1	0.0297963	9.96623	10.612
ACE	ACE	0.48075	1	2.12845	0.0223653	0.117507
ACE2	ACE2	2.97789	1	3.83963	0.0865367	1.38439
ACER1	ACER1	0	1	0.0695516	0	0
ACER2	ACER2	1.13558	1	1.42891	1.42427	4.01392
ACER3	ACER3	0.160528	1	0.31216	4.78925	6.20329
ACHE	ACHE	0.0189965	1	1.83509	0.0310438	0.13592
ACIN1	ACIN1	0.218162	1	0.281855	23.4448	29.7314
ACKR1	ACKR1	0	1	0.0695516	0	0
ACKR2	ACKR2	0	1	0.0695516	0.0552076	0.0604291
ACKR3	ACKR3	3.44774	1	3.83867	0.778165	11.7665
ACKR4	ACKR4	0	1	-0.238571	0.225163	0.197167
ACLY	ACLY	0.369368	1	0.43735	23.1358	32.6793
ACMSD	ACMSD	0	1	1.06955	0.0373519	0.102212
ACN9	ACN9	-0.00589095	1	-0.187324	8.47772	7.764
ACO1	ACO1	-0.0282501	1	-0.133402	14.0973	13.4047
ACO2	ACO2	0.147412	1	0.224437	30.6525	37.3551
ACOT1	ACOT1	0.500779	1	0.678079	8.53408	14.251
ACOT11	ACOT11	2.96471	1	3.20529	1.39753	13.5036
ACOT12	ACOT12	0	1	0.0695516	0	0
ACOT13	ACOT13	0.162853	1	0.282352	7.78519	9.87681
ACOT2	ACOT2	0.385379	1	0.535564	8.70973	13.1727
ACOT4	ACOT4	0.430367	1	0.732902	2.80368	4.86945
ACOT6	ACOT6	0	1	1.65451	0	0.0509022
ACOT7	ACOT7	0.138477	1	0.2776	10.5731	13.3701
ACOT8	ACOT8	0	1	-0.0941468	17.2645	16.868
ACOT9	ACOT9	-0.0417357	1	-0.175173	18.6138	17.1931
ACOX1	ACOX1	1.2244	1	1.3062	6.99258	18.0409
ACOX2	ACOX2	0	1	1.06955	0.0101104	0.0331999
ACOX3	ACOX3	-0.784289	1	-1.04737	4.0614	2.04494
ACOXL	ACOXL	5.38418	1	8.13025	0	2.86434
ACP1	ACP1	0.552293	1	0.628129	40.5994	65.4572
ACP2	ACP2	0.411636	1	0.567204	7.95667	12.3012
ACP5	ACP5	-1.5545	1	-3.21585	0.490115	0.0423529
ACP6	ACP6	1.57521	1	1.75492	5.72003	20.1681
ACPP	ACPP	3.48082	1	4.1122	0.146747	2.75072
ACPT	ACPT	-1.03489	1	-1.62233	2.16638	0.720869
ACR	ACR	0	1	0.0695516	0	0
ACRBP	ACRBP	0	1	-0.852446	0.433231	0.243877
ACRC	ACRC	-0.858181	1	-1.30154	1.41774	0.595001
ACRV1	ACRV1	0	1	-1.21056	0.317889	0.130483
ACSBG1	ACSBG1	0	1	-1.38988	0.164511	0.0600236
ACSBG2	ACSBG2	0	1	-0.60852	0.125555	0.0824582
ACSF2	ACSF2	2.85274	1	2.98845	6.44297	53.4039
ACSF3	ACSF3	0	1	-0.174165	3.94517	3.64616
ACSL1	ACSL1	0	1	-0.0534224	8.06712	8.10818
ACSL3	ACSL3	-0.789036	1	-0.834977	81.6832	47.7601
ACSL4	ACSL4	-1.08986	1	-1.16289	30.6657	14.2828
ACSL5	ACSL5	4.23654	1	4.76999	0.212	6.20395
ACSL6	ACSL6	0	1	-1.10037	0.0270079	0.0110859
ACSM1	ACSM1	0	1	-0.930448	0.0796756	0.0373762
ACSM2A	ACSM2A	0	1	0.0695516	0	0
ACSM2B	ACSM2B	0	1	0.0695516	0	0
ACSM3	ACSM3	0.931119	1	1.279	1.29411	3.29031
ACSM4	ACSM4	0	1	-1.93045	0.0401806	0
ACSM5	ACSM5	0	1	1.65451	0	0.0211268
ACSS1	ACSS1	2.96048	1	3.27304	0.679442	6.90309
ACSS2	ACSS2	-0.172955	1	-0.28291	15.4414	13.2366
ACSS3	ACSS3	0	1	0.0695516	0	0
ACTA1	ACTA1	0	1	-0.930448	0.0156467	0
ACTA2	ACTA2	1.56911	1	1.97644	0.996354	4.12767
ACTB	ACTB	1.15333	1	1.1698	782.764	1836.92
ACTBL2	ACTBL2	0.0811546	1	1.34257	0.0919092	0.256078
ACTC1	ACTC1	0	1	0.0695516	0	0
ACTG1	ACTG1	1.21955	1	1.23958	448.866	1105.56
ACTG1P4	ACTG1P4	-0.525582	1	-2.43295	0.188361	0.025772
ACTG2	ACTG2	0	1	1.06955	0	0.0191983
ACTL10	ACTL10	1.58201	1	2.03018	0.736724	3.17521
ACTL6A	ACTL6A	0.357386	1	0.44216	33.9028	48.0491
ACTL6B	ACTL6B	0	1	1.06955	0	0.0166903
ACTL7A	ACTL7A	0	1	-1.06795	0.152781	0.0668924
ACTL7B	ACTL7B	0	1	-2.51541	0.08296	0
ACTL8	ACTL8	0.850445	1	3.87691	0	0.1785
ACTL9	ACTL9	0	1	0.0695516	0	0
ACTN1	ACTN1	-0.217706	1	-0.269844	57.6881	49.906
ACTN1-AS1	ACTN1-AS1	0	1	-2.51541	0.194866	0
ACTN2	ACTN2	0	1	0.654514	0.00456848	0.0100011
ACTN3	ACTN3	0	1	1.06955	0.0140168	0.0383562
ACTN4	ACTN4	0.295553	1	0.330036	102.513	134.414
ACTR10	ACTR10	0.0647172	1	0.190909	12.9588	15.4301
ACTR1A	ACTR1A	0.216666	1	0.297865	25.677	32.9261
ACTR1B	ACTR1B	-0.179865	1	-0.283446	24.6166	21.0942
ACTR2	ACTR2	0.238135	1	0.297767	34.7654	44.5764
ACTR3	ACTR3	0.515707	1	0.567869	27.9854	43.2718
ACTR3B	ACTR3B	1.10155	1	1.32272	3.338	8.7251
ACTR3BP2	ACTR3BP2	0	1	0.0695516	0	0
ACTR3BP5	ACTR3BP5	0	1	0.0695516	0	0
ACTR3C	ACTR3C	1.85312	1	2.08374	4.14291	18.3729
ACTR5	ACTR5	0	1	0.00996281	8.13636	8.54512
ACTR6	ACTR6	0.639984	1	0.815506	5.12537	9.41525
ACTR8	ACTR8	0	1	0.0925017	4.40774	4.9021
ACTRT1	ACTRT1	0	1	0.0695516	0	0
ACTRT2	ACTRT2	0	1	0.0695516	0	0
ACTRT3	ACTRT3	1.25095	1	1.71252	0.745919	2.57698
ACVR1	ACVR1	-1.08007	1	-1.31811	5.2136	2.17594
ACVR1B	ACVR1B	0	1	-0.0128381	5.68204	5.87392
ACVR1C	ACVR1C	0	1	0.795377	0.064297	0.118235
ACVR2A	ACVR2A	-0.218986	1	-0.445805	2.25172	1.72293
ACVR2B	ACVR2B	-0.322203	1	-0.521589	1.43892	1.04476
ACVR2B-AS1	ACVR2B-AS1	-0.609155	1	-1.40175	0.556494	0.213195
ACVRL1	ACVRL1	0	1	0.0695516	0	0
ACY1	ACY1	-0.778133	1	-0.91849	23.3867	12.8983
ACY3	ACY3	0	1	0.0695516	0	0
ACYP1	ACYP1	0.122356	1	0.463088	5.71713	8.23205
ACYP2	ACYP2	-1.23814	1	-1.79552	2.90379	0.857339
ADA	ADA	1.73493	1	1.9967	3.00193	12.5429
ADAD1	ADAD1	0	1	0.0695516	0	0
ADAD2	ADAD2	2.84391	1	4.52898	0.0202647	0.720893
ADAL	ADAL	-0.397225	1	-0.562786	4.89384	3.45393
ADAM10	ADAM10	0.396116	1	0.444361	39.6688	56.3037
ADAM11	ADAM11	0	1	0.542305	0.254556	0.388924
ADAM12	ADAM12	1.84839	1	3.00244	0.0261217	0.237316
ADAM15	ADAM15	-0.621829	1	-0.689883	44.4058	28.7097
ADAM17	ADAM17	-0.425073	1	-0.518322	21.1767	15.4195
ADAM18	ADAM18	0	1	0.0695516	0	0
ADAM19	ADAM19	3.40555	1	3.61756	0.915348	11.7608
ADAM1A	ADAM1A	0.22963	1	0.629423	0.945306	1.52957
ADAM2	ADAM2	0	1	0.0695516	0	0
ADAM20	ADAM20	-0.352232	1	-1.34549	0.326093	0.128131
ADAM20P1	ADAM20P1	-1.4901	1	-3.06795	0.330643	0.0336665
ADAM21	ADAM21	1.28258	1	2.23948	0.113921	0.594699
ADAM21P1	ADAM21P1	1.61121	1	3.52898	0.0113933	0.261889
ADAM22	ADAM22	0	1	0.148986	0.127648	0.147782
ADAM23	ADAM23	4.76807	1	6.1428	0.018751	1.65427
ADAM28	ADAM28	0	1	1.29194	0.0126944	0.041685
ADAM29	ADAM29	0	1	0.0695516	0	0
ADAM30	ADAM30	0	1	0.0695516	0	0
ADAM32	ADAM32	-1.40707	1	-2.02848	1.16425	0.29048
ADAM33	ADAM33	0	1	-2.51541	0.0327971	0
ADAM3A	ADAM3A	0	1	0.0695516	0	0
ADAM5	ADAM5	0	1	-0.930448	0.013692	0
ADAM6	ADAM6	0	1	0.0695516	0	0
ADAM7	ADAM7	0	1	2.39148	0	0.0300976
ADAM8	ADAM8	1.22044	1	1.3949	3.5714	9.80779
ADAM9	ADAM9	0.663165	1	0.70429	62.2019	105.716
ADAMDEC1	ADAMDEC1	0	1	0.0695516	0	0
ADAMTS1	ADAMTS1	0	1	0.165981	1.08418	1.26913
ADAMTS10	ADAMTS10	0	1	2.06955	0.00534944	0.0409877
ADAMTS12	ADAMTS12	8.02363	1	10.7569	0	8.50044
ADAMTS13	ADAMTS13	-1.64151	1	-2.19964	0.830417	0.184708
ADAMTS14	ADAMTS14	0.904396	1	1.75761	0.0753492	0.276536
ADAMTS15	ADAMTS15	-0.672959	1	-0.917369	2.25388	1.24253
ADAMTS16	ADAMTS16	0.718944	1	2.2622	0.0281604	0.159256
ADAMTS17	ADAMTS17	-1.87481	1	-2.43071	0.789104	0.149338
ADAMTS18	ADAMTS18	0	1	2.06955	0	0.0129644
ADAMTS19	ADAMTS19	0	1	0.0695516	0	0
ADAMTS2	ADAMTS2	0	1	1.65451	0	0.00722854
ADAMTS20	ADAMTS20	0	1	0.0695516	0	0
ADAMTS3	ADAMTS3	-1.47211	1	-4.38988	0.0842054	0
ADAMTS4	ADAMTS4	0	1	0.0695516	0	0
ADAMTS5	ADAMTS5	0	1	-1.51541	0.00483182	0
ADAMTS6	ADAMTS6	2.11611	1	2.36844	0.645616	3.4912
ADAMTS7	ADAMTS7	-1.34568	1	-1.74017	1.29269	0.400282
ADAMTS7P1	ADAMTS7P1	-0.122437	1	-0.837339	0.138205	0.0794842
ADAMTS8	ADAMTS8	0	1	-1.51541	0.0127464	0
ADAMTS9	ADAMTS9	0	1	-0.515411	0.0255415	0.0174733
ADAMTS9-AS2	ADAMTS9-AS2	0	1	-1.51541	0.020956	0
ADAMTSL1	ADAMTSL1	0	1	0.0695516	0	0
ADAMTSL2	ADAMTSL2	0	1	-1.25238	0.0225937	0.00618265
ADAMTSL3	ADAMTSL3	-4.95581	1	-6.70524	0.693824	0.00348369
ADAMTSL4	ADAMTSL4	0.535661	1	0.835961	1.0189	1.90115
ADAMTSL4-AS1	ADAMTSL4-AS1	0	1	-0.515411	2.0731	1.50456
ADAMTSL5	ADAMTSL5	0	1	-0.648677	0.408557	0.268319
ADAP1	ADAP1	0.946606	1	1.08328	7.43288	16.4367
ADAP2	ADAP2	0	1	-1.51541	0.0934137	0.027886
ADAR	ADAR	0.372792	1	0.412962	41.0281	56.9788
ADARB1	ADARB1	-1.1231	1	-1.44502	1.30366	0.49711
ADARB2	ADARB2	0	1	-0.60852	0.0193941	0.0121305
ADARB2-AS1	ADARB2-AS1	0	1	0.0695516	0	0
ADAT1	ADAT1	0	1	0.0785404	7.25034	7.98572
ADAT2	ADAT2	-1.11989	1	-1.35697	2.22451	0.903712
ADAT3	ADAT3	0	1	0.0189255	0.402004	0.42431
ADC	ADC	-1.44462	1	-2.26925	0.909404	0.187372
ADCK1	ADCK1	0.404116	1	0.733431	1.72422	2.9968
ADCK2	ADCK2	0	1	-0.0321075	11.0207	11.2415
ADCK3	ADCK3	0.462773	1	0.619519	6.0997	9.77896
ADCK4	ADCK4	0	1	-0.0107045	8.97523	9.29196
ADCK5	ADCK5	0.496859	1	0.836771	1.76144	3.29051
ADCY1	ADCY1	2.20832	1	2.50325	0.258165	1.53543
ADCY10	ADCY10	0	1	-0.60852	0.0301447	0.0188547
ADCY10P1	ADCY10P1	-1.15158	1	-1.69598	0.776632	0.246077
ADCY2	ADCY2	0	1	0.0695516	0	0
ADCY3	ADCY3	-0.14085	1	-0.237349	14.3224	12.6718
ADCY4	ADCY4	0	1	-1.51541	0.012551	0
ADCY5	ADCY5	0	1	0.207055	0.0335791	0.0408389
ADCY6	ADCY6	0.180562	1	0.294508	5.594	7.15695
ADCY7	ADCY7	0.860907	1	0.972061	5.15795	10.5573
ADCY8	ADCY8	0	1	0.0695516	0	0
ADCY9	ADCY9	-1.40298	1	-1.5673	5.04241	1.77253
ADCYAP1	ADCYAP1	0	1	0.0695516	0	0
ADCYAP1R1	ADCYAP1R1	0	1	-0.930448	0.00355056	0
ADD1	ADD1	-0.482897	1	-0.564728	19.8644	14.0065
ADD2	ADD2	-2.77852	1	-4.35671	0.333892	0.012899
ADD3	ADD3	1.78207	1	1.87274	8.74679	33.4264
ADD3-AS1	ADD3-AS1	0.81157	1	1.36723	0.857197	2.33569
ADGB	ADGB	0	1	-0.930448	0.00441387	0
ADH1A	ADH1A	0	1	-2.7378	0.0933798	0
ADH1B	ADH1B	0	1	0.0695516	0	0
ADH1C	ADH1C	0	1	0.806517	0.0265585	0.0581408
ADH4	ADH4	0	1	-0.930448	0.0117963	0
ADH5	ADH5	-1.25772	1	-1.34316	49.1556	20.2033
ADH6	ADH6	-1.42015	1	-3.20347	0.217451	0.0170013
ADH7	ADH7	0	1	-2.7378	0.0584354	0
ADHFE1	ADHFE1	-1.03929	1	-2.00574	0.714515	0.175297
ADI1	ADI1	0.955498	1	1.05931	21.6456	47.0655
ADIG	ADIG	0	1	-0.930448	0.0909543	0.0331856
ADIPOQ	ADIPOQ	0	1	0.0695516	0	0
ADIPOQ-AS1	ADIPOQ-AS1	0	1	0.0695516	0	0
ADIPOR1	ADIPOR1	-0.13231	1	-0.207126	42.7782	38.651
ADIPOR2	ADIPOR2	-0.220672	1	-0.296837	26.0886	22.1501
ADIRF	ADIRF	2.58082	1	2.71573	24.144	165.638
ADK	ADK	1.21077	1	1.29875	19.6408	50.4143
ADM	ADM	0.433728	1	0.602234	10.6978	16.9471
ADM2	ADM2	-3.02807	1	-3.58996	2.27276	0.191363
ADM5	ADM5	-1.88804	1	-2.32821	3.6587	0.750132
ADNP	ADNP	-0.199508	1	-0.264857	21.3103	18.4991
ADNP2	ADNP2	-0.231014	1	-0.319731	14.2704	11.925
ADO	ADO	-0.018796	1	-0.135282	11.171	10.6082
ADORA1	ADORA1	0	1	0.774096	0.207937	0.376422
ADORA2A	ADORA2A	0	1	0.475544	0.307897	0.449358
ADORA2A-AS1	ADORA2A-AS1	1.09283	1	2.21251	0.0682782	0.353297
ADORA2B	ADORA2B	-0.567331	1	-0.709432	18.5397	11.8208
ADORA3	ADORA3	0	1	0.0695516	0	0
ADPGK	ADPGK	0.105172	1	0.201199	19.6266	23.5363
ADPGK-AS1	ADPGK-AS1	0	1	-0.263024	0.282192	0.243361
ADPRH	ADPRH	1.69843	1	2.08604	0.545265	2.43592
ADPRHL1	ADPRHL1	0	1	0.179735	0.664548	0.786062
ADPRHL2	ADPRHL2	0.120152	1	0.260841	14.689	18.36
ADPRM	ADPRM	-0.765279	1	-1.05045	6.53597	3.28249
ADRA1A	ADRA1A	0	1	0.0695516	0	0
ADRA1B	ADRA1B	1.50766	1	2.90244	0.0724998	0.634854
ADRA1D	ADRA1D	0	1	-0.100373	0.0700523	0.0670931
ADRA2A	ADRA2A	0	1	0.806517	0.0120552	0.0263908
ADRA2B	ADRA2B	0	1	-1.08245	0.131932	0.060804
ADRA2C	ADRA2C	0.257204	1	1.94402	0.0596143	0.274061
ADRB1	ADRB1	-0.983396	1	-1.77845	0.579137	0.169638
ADRB2	ADRB2	-1.17656	1	-1.32052	22.0417	9.19754
ADRB3	ADRB3	0	1	0.0695516	0	0
ADRBK1	ADRBK1	0	1	0.0596814	14.9058	16.2043
ADRBK2	ADRBK2	-0.817314	1	-1.05838	1.54688	0.773218
ADRM1	ADRM1	-0.599155	1	-0.692837	54.1666	34.9453
ADSL	ADSL	0.744228	1	0.83862	29.7226	55.4545
ADSS	ADSS	0.568298	1	0.666741	16.0948	26.6551
ADSSL1	ADSSL1	-0.691942	1	-1.08899	2.47155	1.20509
ADTRP	ADTRP	-1.73431	1	-2.1394	4.46042	1.04522
AEBP1	AEBP1	0	1	1.00815	0.0628474	0.137583
AEBP2	AEBP2	0.537923	1	0.666444	4.51462	7.47621
AEN	AEN	0	1	-0.0184945	15.0513	15.499
AES	AES	-1.25083	1	-1.32898	79.6828	33.0754
AFAP1	AFAP1	-0.427941	1	-0.533922	7.53828	5.42958
AFAP1-AS1	AFAP1-AS1	0	1	-0.151964	0.938059	0.880097
