# This file is generated by gfold V1.1.2 on Tue Jun 27 20:12:51 2017
# Normalization constants :
#    RWPE1	42835828	1
#    HPr1	45779416	1.1805
# The GFOLD value could be considered as a reliable log2 fold change.
# It is positive/negative if the gene is up/down regulated.
# A gene with zero GFOLD value should never be considered as 
# differentially expressed. For a comprehensive description of 
# GFOLD, please refer to the manual.
#GeneSymbol	GeneName	GFOLD(0.01)	E-FDR	log2fdc	1stRPKM	2ndRPKM
		0	1	-0.239398	0	0
AARD	AARD	-1.98812	1	-4.88325	0.313706	0
AARS	AARS	-0.719981	1	-0.762708	104.724	68.1772
AARS2	AARS2	0.438825	1	0.562718	5.57506	9.09933
AARSD1	AARSD1	0	1	0.085658	11.0221	12.9238
AASDH	AASDH	-0.462218	1	-0.598388	8.24185	6.01182
AASDHPPT	AASDHPPT	0	1	-0.0263844	23.0186	24.9666
AASS	AASS	5.41515	1	6.29138	0.0477158	4.46849
AATF	AATF	-0.868344	1	-0.994286	20.5972	11.4168
AATK	AATK	1.02295	1	1.69471	0.11764	0.432148
AATK-AS1	AATK-AS1	0	1	2.34556	0	0.0692577
ABAT	ABAT	1.69614	1	1.91377	1.09442	4.56769
ABCA1	ABCA1	-1.52039	1	-1.57873	25.7701	9.52836
ABCA10	ABCA10	-0.515521	1	-1.48733	0.136434	0.0517546
ABCA11P	ABCA11P	-0.157656	1	-0.407904	4.68131	3.89616
ABCA12	ABCA12	0.614202	1	0.975991	0.2915	0.636433
ABCA13	ABCA13	2.32617	1	3.33551	0.0149438	0.180507
ABCA17P	ABCA17P	1.76822	1	3.11815	0.0390197	0.422482
ABCA2	ABCA2	-0.560467	1	-0.681222	5.05714	3.483
ABCA3	ABCA3	-0.90531	1	-1.40414	0.486426	0.201189
ABCA4	ABCA4	0	1	0.497567	0.00637405	0.0119284
ABCA5	ABCA5	-0.693124	1	-0.866047	2.35689	1.42754
ABCA6	ABCA6	-0.661605	1	-2.2394	0.119017	0.0247476
ABCA7	ABCA7	0.442096	1	0.572779	3.50277	5.75733
ABCA8	ABCA8	0	1	-3.04675	0.0233294	0
ABCA9	ABCA9	0	1	-1.82436	0.0296397	0.00693346
ABCB1	ABCB1	0	1	-1.2394	0.00495016	0
ABCB10	ABCB10	0.0867758	1	0.219913	6.59735	8.48949
ABCB11	ABCB11	0	1	1.34556	0	0.00914927
ABCB4	ABCB4	0	1	-2.04675	0.0351228	0.0054774
ABCB5	ABCB5	0	1	-0.239398	0	0
ABCB6	ABCB6	-0.55319	1	-0.687664	11.3167	7.75899
ABCB7	ABCB7	0	1	0.0744041	7.55386	8.78767
ABCB8	ABCB8	0.423461	1	0.590243	3.07157	5.11151
ABCB9	ABCB9	0.703227	1	0.973331	1.27206	2.76611
ABCC1	ABCC1	-0.199823	1	-0.29779	8.51559	7.65185
ABCC10	ABCC10	0.655197	1	0.821343	2.52932	4.94126
ABCC11	ABCC11	0	1	1.13911	0.019026	0.053408
ABCC12	ABCC12	0	1	-0.239398	0	0
ABCC13	ABCC13	0	1	-0.239398	0	0
ABCC2	ABCC2	0	1	-0.437944	0.295777	0.24066
ABCC3	ABCC3	-1.02078	1	-1.13528	10.7668	5.41228
ABCC4	ABCC4	0	1	0.041454	3.40167	3.86775
ABCC5	ABCC5	0.309554	1	0.453505	2.87678	4.35331
ABCC5-AS1	ABCC5-AS1	0	1	0.760602	0.099552	0.232877
ABCC6	ABCC6	1.68979	1	2.15171	0.234328	1.16678
ABCC6P1	ABCC6P1	1.36758	1	2.2931	0.111411	0.641524
ABCC6P2	ABCC6P2	1.24167	1	1.81646	1.22346	4.85763
ABCC8	ABCC8	0	1	-0.239398	0	0
ABCC9	ABCC9	0.0229787	1	1.56796	0.0193116	0.069698
ABCD1	ABCD1	0.257345	1	0.633968	0.75183	1.2937
ABCD2	ABCD2	0.541495	1	3.56796	0	0.053168
ABCD3	ABCD3	0.174844	1	0.265318	14.35	19.0537
ABCD4	ABCD4	0	1	0.138535	5.6717	6.89843
ABCE1	ABCE1	-0.223197	1	-0.280234	39.0864	35.5523
ABCF1	ABCF1	0.13646	1	0.221553	18.0209	23.2123
ABCF2	ABCF2	0.0937836	1	0.17376	14.4384	17.9914
ABCF3	ABCF3	0.272487	1	0.388509	12.4077	17.9456
ABCG1	ABCG1	-0.949477	1	-1.06629	14.674	7.73776
ABCG2	ABCG2	0.388511	1	0.706831	0.799417	1.44555
ABCG4	ABCG4	0	1	0.438674	0.0237306	0.0388582
ABCG5	ABCG5	0	1	-0.239398	0	0
ABCG8	ABCG8	0	1	-2.56133	0.0350393	0
ABHD1	ABHD1	0.0190768	1	0.476809	1.33999	2.06958
ABHD10	ABHD10	0.0286319	1	0.146493	11.8472	14.4873
ABHD11	ABHD11	1.21819	1	1.48712	2.73895	8.51181
ABHD12	ABHD12	0	1	-0.0298298	13.12	14.1972
ABHD12B	ABHD12B	-0.543946	1	-1.40932	0.601392	0.242994
ABHD13	ABHD13	0	1	-0.123154	4.45588	4.51957
ABHD14A	ABHD14A	0	1	0.208654	3.39218	4.33723
ABHD14A-ACY1	ABHD14A-ACY1	-0.193737	1	-0.3122	20.4377	18.1819
ABHD14B	ABHD14B	-1.03881	1	-1.16087	20.7106	10.2273
ABHD15	ABHD15	0	1	0.0131647	3.52088	3.92604
ABHD16A	ABHD16A	-0.00840057	1	-0.141743	11.5454	11.5603
ABHD16B	ABHD16B	0.58305	1	0.982994	1.24874	2.74278
ABHD17A	ABHD17A	0.349975	1	0.470194	16.9237	25.9046
ABHD17B	ABHD17B	0.244428	1	0.409352	4.79789	7.04231
ABHD17C	ABHD17C	-0.625811	1	-0.76907	13.1563	8.52467
ABHD2	ABHD2	-1.02445	1	-1.08983	18.7644	9.73683
ABHD3	ABHD3	0.0999297	1	0.268681	7.54413	10.0435
ABHD4	ABHD4	-0.819875	1	-1.00221	8.37403	4.61429
ABHD5	ABHD5	-0.482617	1	-0.627686	5.35543	3.82768
ABHD6	ABHD6	-2.06864	1	-2.33505	7.74588	1.68872
ABHD8	ABHD8	0.452805	1	0.715183	2.69193	4.89136
ABI1	ABI1	-0.122698	1	-0.217137	15.4994	14.7284
ABI2	ABI2	0	1	0.0171668	6.02244	6.73259
ABI3	ABI3	0	1	0.760602	0	0.0103575
ABI3BP	ABI3BP	0	1	0.689049	0.156572	0.283243
ABL1	ABL1	-0.431179	1	-0.495847	23.0983	18.0927
ABL2	ABL2	0.273208	1	0.344016	6.88223	9.65006
ABLIM1	ABLIM1	-1.5446	1	-1.61079	25.6898	9.2895
ABLIM2	ABLIM2	-1.9392	1	-2.85831	0.390614	0.0558997
ABLIM3	ABLIM3	-0.21798	1	-0.47341	2.00869	1.59735
ABO	ABO	0	1	1.34556	0	0.027668
ABR	ABR	0.150569	1	0.251368	6.61838	8.70342
ABRA	ABRA	0	1	-0.239398	0.0678139	0.0634535
ABRACL	ABRACL	1.45355	1	1.62057	13.7859	46.8932
ABT1	ABT1	0.584092	1	0.707224	11.4919	20.7338
ABTB1	ABTB1	0	1	0.102708	1.62791	1.93376
ABTB2	ABTB2	-0.834694	1	-1.11092	1.93787	0.989056
AC093375.1	AC093375.1	-0.677506	1	-1.25435	1.24784	0.571638
ACAA1	ACAA1	0.0860996	1	0.267193	6.80258	9.04756
ACAA2	ACAA2	-0.631479	1	-0.952685	3.3919	1.93139
ACACA	ACACA	-0.523565	1	-0.59293	10.9094	7.98895
ACACB	ACACB	-1.39305	1	-1.66516	1.36046	0.472351
ACAD10	ACAD10	-0.0175467	1	-0.177372	4.91113	4.79746
ACAD11	ACAD11	-0.430305	1	-0.55784	10.1691	7.62939
ACAD8	ACAD8	0	1	-0.15939	7.61548	7.53271
ACAD9	ACAD9	0.940648	1	1.07451	7.34038	17.0876
ACADL	ACADL	0	1	1.7606	0	0.0263179
ACADM	ACADM	0	1	-0.00751647	13.1203	14.4187
ACADS	ACADS	-0.487314	1	-0.837128	2.75219	1.69783
ACADSB	ACADSB	0	1	-0.000611284	0.781963	0.864048
ACADVL	ACADVL	-0.206076	1	-0.250796	104.807	97.2959
ACAN	ACAN	-0.24775	1	-3.40932	0.0211266	0
ACAP1	ACAP1	0.117616	1	0.608599	0.642265	1.08871
ACAP2	ACAP2	-0.472218	1	-0.536071	20.0011	15.2359
ACAP3	ACAP3	0	1	0.0133679	6.41536	7.15345
ACAT1	ACAT1	0.190513	1	0.314812	13.3025	18.2817
ACAT2	ACAT2	1.6914	1	1.77489	29.8472	112.867
ACBD3	ACBD3	0.298107	1	0.380122	18.0015	25.8818
ACBD4	ACBD4	0	1	0.174178	2.08376	2.59971
ACBD5	ACBD5	0	1	-0.110256	8.02122	8.20878
ACBD6	ACBD6	-0.0118181	1	-0.125781	24.1395	24.4392
ACBD7	ACBD7	0.305979	1	0.715748	0.671946	1.22507
ACCS	ACCS	1.05593	1	1.40152	1.21071	3.5535
ACCSL	ACCSL	0	1	-0.239398	0	0
ACD	ACD	0.0174557	1	0.166625	9.96623	12.3599
ACE	ACE	0.0265479	1	1.6992	0.0223653	0.09208
ACE2	ACE2	1.62993	1	2.53821	0.0865367	0.591722
ACER1	ACER1	0	1	-0.239398	0	0
ACER2	ACER2	0.176747	1	0.494266	1.42427	2.22115
ACER3	ACER3	1.18773	1	1.31591	4.78925	13.18
ACHE	ACHE	0	1	1.6086	0.0310438	0.123453
ACIN1	ACIN1	0.0627369	1	0.124909	23.4448	28.2403
ACKR1	ACKR1	0	1	-0.239398	0	0
ACKR2	ACKR2	0	1	-0.239398	0.0552076	0.0516578
ACKR3	ACKR3	1.77728	1	2.19206	0.778165	3.97351
ACKR4	ACKR4	0	1	0.269616	0.225163	0.303387
ACLY	ACLY	2.52637	1	2.58061	23.1358	152.902
ACMSD	ACMSD	0	1	0.760602	0.0373519	0.0873755
ACN9	ACN9	-0.243079	1	-0.422158	8.47772	6.98749
ACO1	ACO1	-0.516289	1	-0.625052	14.0973	10.0953
ACO2	ACO2	-0.861302	1	-0.95186	30.6525	17.5006
ACOT1	ACOT1	0.795657	1	0.95999	8.53408	18.3554
ACOT11	ACOT11	1.19133	1	1.4545	1.39753	4.24509
ACOT12	ACOT12	0	1	-0.239398	0	0
ACOT13	ACOT13	0.778841	1	0.884081	7.78519	15.877
ACOT2	ACOT2	0.872416	1	1.00809	8.70973	19.3627
ACOT4	ACOT4	0.0722719	1	0.376955	2.80368	4.0288
ACOT6	ACOT6	0	1	2.56796	0	0.130541
ACOT7	ACOT7	1.2852	1	1.40131	10.5731	30.8685
ACOT8	ACOT8	-0.18052	1	-0.34465	17.2645	15.0165
ACOT9	ACOT9	0.536881	1	0.648523	18.6138	32.2409
ACOX1	ACOX1	-0.0392617	1	-0.135047	6.99258	7.03395
ACOX2	ACOX2	0	1	0.345564	0.0101104	0.0189206
ACOX3	ACOX3	0	1	-0.169146	4.0614	3.99027
ACOXL	ACOXL	0	1	-0.239398	0	0
ACP1	ACP1	0	1	0.00337149	40.5994	44.9529
ACP2	ACP2	0.231958	1	0.384648	7.95667	11.4794
ACP5	ACP5	1.61613	1	2.16869	0.490115	2.4861
ACP6	ACP6	-0.0944705	1	-0.323008	5.72003	5.05019
ACPP	ACPP	0	1	-0.0252733	0.146747	0.160196
ACPT	ACPT	-1.05616	1	-1.60197	2.16638	0.778401
ACR	ACR	0	1	-0.239398	0	0
ACRBP	ACRBP	-0.929556	1	-2.40932	0.433231	0.0810748
ACRC	ACRC	-1.22012	1	-1.66939	1.41774	0.488016
ACRV1	ACRV1	0	1	0.627335	0.317889	0.557716
ACSBG1	ACSBG1	0	1	0.108525	0.164511	0.197914
ACSBG2	ACSBG2	-0.0588245	1	-0.0694731	0.125555	0.133147
ACSF2	ACSF2	1.02137	1	1.17187	6.44297	16.0495
ACSF3	ACSF3	0	1	0.0426929	3.94517	4.48979
ACSL1	ACSL1	-0.774901	1	-0.907651	8.06712	4.74827
ACSL3	ACSL3	-0.339891	1	-0.379267	81.6832	69.3685
ACSL4	ACSL4	0	1	0.0195481	30.6657	34.336
ACSL5	ACSL5	0.531819	1	1.17048	0.212	0.536762
ACSL6	ACSL6	0	1	-0.601968	0.0270079	0.0189535
ACSM1	ACSM1	-0.0236639	1	-2.2394	0.0796756	0.0106504
ACSM2A	ACSM2A	0	1	-0.239398	0	0
ACSM2B	ACSM2B	0	1	-0.239398	0	0
ACSM3	ACSM3	0.421059	1	0.77741	1.29411	2.45994
ACSM4	ACSM4	0	1	-2.2394	0.0401806	0
ACSM5	ACSM5	0	1	1.34556	0	0.0180603
ACSS1	ACSS1	0	1	0.154083	0.679442	0.836805
ACSS2	ACSS2	1.89853	1	1.97835	15.4414	67.2351
ACSS3	ACSS3	1.44351	1	4.34556	0	0.165648
ACTA1	ACTA1	0	1	-0.239398	0.0156467	0.0146407
ACTA2	ACTA2	1.32822	1	1.73329	0.996354	3.69375
ACTB	ACTB	1.18159	1	1.19751	782.764	1983.01
ACTBL2	ACTBL2	0	1	-1.01701	0.0919092	0.0469088
ACTC1	ACTC1	0	1	-0.239398	0	0
ACTG1	ACTG1	0.83146	1	0.85166	448.866	894.748
ACTG1P4	ACTG1P4	0	1	-0.626421	0.188361	0.132187
ACTG2	ACTG2	0	1	0.760602	0	0.0164116
ACTL10	ACTL10	0.151475	1	0.657097	0.736724	1.29254
ACTL6A	ACTL6A	0.513688	1	0.593117	33.9028	56.5007
ACTL6B	ACTL6B	0	1	-0.239398	0	0
ACTL7A	ACTL7A	0	1	-1.11387	0.152781	0.0714787
ACTL7B	ACTL7B	0	1	-2.82436	0.08296	0
ACTL8	ACTL8	0	1	-0.239398	0	0
ACTL9	ACTL9	0	1	-0.239398	0	0
ACTN1	ACTN1	1.24667	1	1.28679	57.6881	155.483
ACTN1-AS1	ACTN1-AS1	0	1	1.08253	0.194866	0.510541
ACTN2	ACTN2	0	1	1.34556	0.00456848	0.0213737
ACTN3	ACTN3	0	1	0.497567	0.0140168	0.026231
ACTN4	ACTN4	0.0432246	1	0.0774028	102.513	119.478
ACTR10	ACTR10	0.0795505	1	0.199381	12.9588	16.4388
ACTR1A	ACTR1A	0.686614	1	0.75946	25.677	48.0216
ACTR1B	ACTR1B	-0.242681	1	-0.341662	24.6166	21.4569
ACTR2	ACTR2	0.236214	1	0.293121	34.7654	47.0556
ACTR3	ACTR3	0.367377	1	0.418378	27.9854	41.3143
ACTR3B	ACTR3B	0	1	-0.234868	3.338	3.13322
ACTR3BP2	ACTR3BP2	0	1	-0.239398	0	0
ACTR3BP5	ACTR3BP5	0	1	-0.239398	0	0
ACTR3C	ACTR3C	0	1	-0.140243	4.14291	4.15341
ACTR5	ACTR5	-0.340968	1	-0.510125	8.13636	6.30908
ACTR6	ACTR6	0.285984	1	0.462582	5.12537	7.80675
ACTR8	ACTR8	0.0752192	1	0.242419	4.40774	5.76202
ACTRT1	ACTRT1	0	1	-0.239398	0	0
ACTRT2	ACTRT2	0	1	-0.239398	0	0
ACTRT3	ACTRT3	2.20496	1	2.62698	0.745919	5.15834
ACVR1	ACVR1	-0.12106	1	-0.302963	5.2136	4.6678
ACVR1B	ACVR1B	0	1	0.103324	5.68204	6.74356
ACVR1C	ACVR1C	0	1	-0.295982	0.064297	0.0577562
ACVR2A	ACVR2A	-0.203891	1	-0.41723	2.25172	1.86213
ACVR2B	ACVR2B	-0.913116	1	-1.12487	1.43892	0.727937
ACVR2B-AS1	ACVR2B-AS1	-2.56363	1	-4.17014	0.556494	0.0260356
ACVRL1	ACVRL1	0	1	-0.239398	0	0
ACY1	ACY1	-0.23647	1	-0.354518	23.3867	20.2036
ACY3	ACY3	0	1	-0.239398	0	0
ACYP1	ACYP1	0.324042	1	0.640493	5.71713	9.87114
ACYP2	ACYP2	0	1	-0.357235	2.90379	2.50257
ADA	ADA	2.00755	1	2.25924	3.00193	15.9409
ADAD1	ADAD1	0	1	0.760602	0	0.00968686
ADAD2	ADAD2	1.91152	1	3.63507	0.0202647	0.407677
ADAL	ADAL	-0.809924	1	-0.979149	4.89384	2.74043
ADAM10	ADAM10	0.218215	1	0.265531	39.6688	52.6744
ADAM11	ADAM11	-0.0648888	1	-0.809714	0.254556	0.158792
ADAM12	ADAM12	-0.101893	1	-0.113867	0.0261217	0.0268863
ADAM15	ADAM15	0.511031	1	0.563076	44.4058	72.4727
ADAM17	ADAM17	-0.349115	1	-0.435628	21.1767	17.2944
ADAM18	ADAM18	0	1	-0.239398	0	0
ADAM19	ADAM19	2.69679	1	2.91169	0.915348	7.63482
ADAM1A	ADAM1A	0.0412621	1	0.434002	0.945306	1.41524
ADAM2	ADAM2	0	1	-0.239398	0	0
ADAM20	ADAM20	-0.474034	1	-1.3914	0.326093	0.133004
ADAM20P1	ADAM20P1	-0.392624	1	-1.2394	0.330643	0.151094
ADAM21	ADAM21	1.98312	1	2.87211	0.113921	0.983958
ADAM21P1	ADAM21P1	2.43075	1	4.25245	0.0113933	0.469073
ADAM22	ADAM22	0	1	-0.159964	0.127648	0.126332
ADAM23	ADAM23	0	1	-2.82436	0.018751	0
ADAM28	ADAM28	0.870082	1	2.6992	0.0126944	0.130659
ADAM29	ADAM29	0	1	-0.239398	0	0
ADAM30	ADAM30	0	1	-0.239398	0	0
ADAM32	ADAM32	-1.13362	1	-1.665	1.16425	0.400511
ADAM33	ADAM33	0	1	-2.82436	0.0327971	0
ADAM3A	ADAM3A	0	1	-0.239398	0	0
ADAM5	ADAM5	0	1	-1.2394	0.013692	0
ADAM6	ADAM6	0	1	-0.239398	0	0
ADAM7	ADAM7	0	1	-0.239398	0	0
ADAM8	ADAM8	2.86286	1	3.01661	3.5714	31.9817
ADAM9	ADAM9	0.413319	1	0.454114	62.2019	94.1291
ADAMDEC1	ADAMDEC1	0	1	-0.239398	0	0
ADAMTS1	ADAMTS1	2.53587	1	2.77054	1.08418	8.20496
ADAMTS10	ADAMTS10	0	1	-1.2394	0.00534944	0
ADAMTS12	ADAMTS12	0	1	2.56796	0	0.026456
ADAMTS13	ADAMTS13	-0.591436	1	-0.986632	0.830417	0.461227
ADAMTS14	ADAMTS14	0	1	0.497567	0.0753492	0.120272
ADAMTS15	ADAMTS15	-0.27688	1	-0.488311	2.25388	1.77414
ADAMTS16	ADAMTS16	0	1	-3.04675	0.0281604	0
ADAMTS17	ADAMTS17	-3.13548	1	-3.90013	0.789104	0.0552049
ADAMTS18	ADAMTS18	0	1	-0.239398	0	0
ADAMTS19	ADAMTS19	0	1	2.7606	0	0.0300466
ADAMTS2	ADAMTS2	0	1	-0.239398	0	0
ADAMTS20	ADAMTS20	0	1	0.760602	0	0.0038102
ADAMTS3	ADAMTS3	0.864683	1	1.6231	0.0842054	0.296404
ADAMTS4	ADAMTS4	0	1	1.34556	0	0.0100849
ADAMTS5	ADAMTS5	0	1	-1.82436	0.00483182	0
ADAMTS6	ADAMTS6	2.4011	1	2.64542	0.645616	4.48118
ADAMTS7	ADAMTS7	-1.24282	1	-1.59725	1.29269	0.469504
ADAMTS7P1	ADAMTS7P1	-0.838254	1	-1.62273	0.138205	0.0482205
ADAMTS8	ADAMTS8	0	1	0.497567	0.0127464	0.0238535
ADAMTS9	ADAMTS9	-0.24775	1	-3.40932	0.0255415	0
ADAMTS9-AS2	ADAMTS9-AS2	0	1	-1.82436	0.020956	0
ADAMTSL1	ADAMTSL1	0	1	-0.239398	0	0
ADAMTSL2	ADAMTSL2	0	1	0.608599	0.0225937	0.0422819
ADAMTSL3	ADAMTSL3	-4.03909	1	-5.42922	0.693824	0.0148902
ADAMTSL4	ADAMTSL4	0	1	0.258721	1.0189	1.34857
ADAMTSL4-AS1	ADAMTSL4-AS1	0.391036	1	0.806406	2.0731	4.0272
ADAMTSL5	ADAMTSL5	0	1	0.336104	0.408557	0.57343
ADAP1	ADAP1	0.10083	1	0.247651	7.43288	9.75103
ADAP2	ADAP2	0.0473344	1	1.2631	0.0934137	0.262222
ADAR	ADAR	0.909463	1	0.945457	41.0281	87.28
ADARB1	ADARB1	1.21221	1	1.40215	1.30366	3.81236
ADARB2	ADARB2	-0.0236639	1	-3.2394	0.0193941	0
ADARB2-AS1	ADARB2-AS1	0	1	-0.239398	0	0
ADAT1	ADAT1	0	1	-0.118383	7.25034	7.3783
ADAT2	ADAT2	0.0479502	1	0.212493	2.22451	2.84819
ADAT3	ADAT3	0	1	0.735511	0.402004	0.752311
ADC	ADC	0.326312	1	0.760602	0.909404	1.71187
ADCK1	ADCK1	0	1	-0.106643	1.72422	1.7698
ADCK2	ADCK2	-0.167111	1	-0.310886	11.0207	9.81311
ADCK3	ADCK3	-0.813212	1	-1.01136	6.0997	3.33933
ADCK4	ADCK4	0	1	-0.119885	8.97523	9.12421
ADCK5	ADCK5	0.333507	1	0.666855	1.76144	3.09858
ADCY1	ADCY1	-0.502175	1	-0.949892	0.258165	0.146966
ADCY10	ADCY10	-0.0467517	1	-0.0694731	0.0301447	0.0322359
ADCY10P1	ADCY10P1	-0.0960298	1	-0.496786	0.776632	0.607173
ADCY2	ADCY2	0	1	-0.239398	0	0
ADCY3	ADCY3	0.212076	1	0.29588	14.3224	19.424
ADCY4	ADCY4	0	1	0.982994	0.012551	0.0352321
ADCY5	ADCY5	0	1	-0.239398	0.0335791	0.03142
ADCY6	ADCY6	0.381817	1	0.487471	5.594	8.66515
ADCY7	ADCY7	0.443457	1	0.556153	5.15795	8.37976
ADCY8	ADCY8	0	1	-0.239398	0	0
ADCY9	ADCY9	-0.584903	1	-0.711411	5.04241	3.40083
ADCYAP1	ADCYAP1	0	1	-0.239398	0	0
ADCYAP1R1	ADCYAP1R1	0	1	-1.2394	0.00355056	0
ADD1	ADD1	0.283251	1	0.349388	19.8644	27.9569
ADD2	ADD2	-1.68989	1	-2.49574	0.333892	0.0624846
ADD3	ADD3	0.997667	1	1.09231	8.74679	20.6073
ADD3-AS1	ADD3-AS1	0.929844	1	1.46104	0.857197	2.64516
ADGB	ADGB	0	1	-1.2394	0.00441387	0
ADH1A	ADH1A	0	1	-3.04675	0.0933798	0
ADH1B	ADH1B	0	1	-0.239398	0	0
ADH1C	ADH1C	0	1	0.497567	0.0265585	0.0497017
ADH4	ADH4	0	1	-0.239398	0.0117963	0.0110378
ADH5	ADH5	0.436183	1	0.492909	49.1556	76.4165
ADH6	ADH6	-0.0577502	1	-1.09738	0.217451	0.109001
ADH7	ADH7	0	1	-3.04675	0.0584354	0
ADHFE1	ADHFE1	-0.570683	1	-1.31469	0.714515	0.311232
ADI1	ADI1	0.280288	1	0.389124	21.6456	31.3191
ADIG	ADIG	0	1	-2.2394	0.0909543	0
ADIPOQ	ADIPOQ	0	1	-0.239398	0	0
ADIPOQ-AS1	ADIPOQ-AS1	0	1	-0.239398	0	0
ADIPOR1	ADIPOR1	0	1	0.0426767	42.7782	48.6732
ADIPOR2	ADIPOR2	0.396916	1	0.460841	26.0886	39.6661
ADIRF	ADIRF	-0.21884	1	-0.403892	24.144	20.1536
ADK	ADK	0.84599	1	0.934503	19.6408	41.4756
ADM	ADM	-0.714487	1	-0.923122	10.6978	6.22603
ADM2	ADM2	-2.1965	1	-2.58575	2.27276	0.414078
ADM5	ADM5	-1.14415	1	-1.47489	3.6587	1.44798
ADNP	ADNP	-0.514813	1	-0.580241	21.3103	15.7435
ADNP2	ADNP2	-0.501574	1	-0.589633	14.2704	10.4739
ADO	ADO	-0.177057	1	-0.290458	11.171	10.089
ADORA1	ADORA1	0	1	0.67814	0.207937	0.374167
ADORA2A	ADORA2A	0	1	-0.753971	0.307897	0.199454
ADORA2A-AS1	ADORA2A-AS1	0	1	0.876079	0.0682782	0.1452
ADORA2B	ADORA2B	-0.14821	1	-0.271535	18.5397	16.9652
ADORA3	ADORA3	0	1	1.7606	0	0.0192288
ADPGK	ADPGK	0.296454	1	0.385393	19.6266	28.3223
ADPGK-AS1	ADPGK-AS1	0	1	-0.156936	0.282192	0.28005
ADPRH	ADPRH	0.462818	1	0.887514	0.545265	1.12126
ADPRHL1	ADPRHL1	-1.2687	1	-2.12922	0.664548	0.160469
ADPRHL2	ADPRHL2	0.750396	1	0.873889	14.689	29.7495
ADPRM	ADPRM	-0.072591	1	-0.305223	6.53597	5.8423
ADRA1A	ADRA1A	0	1	-0.239398	0	0
ADRA1B	ADRA1B	2.05767	1	3.38996	0.0724998	0.949734
ADRA1D	ADRA1D	0.215443	1	1.67814	0.0700523	0.270386
ADRA2A	ADRA2A	0	1	-1.82436	0.0120552	0
ADRA2B	ADRA2B	0	1	-0.976364	0.131932	0.0714702
ADRA2C	ADRA2C	0	1	-2.82436	0.0596143	0
ADRB1	ADRB1	0.32879	1	0.80013	0.579137	1.12196
ADRB2	ADRB2	0.218349	1	0.317115	22.0417	30.3375
ADRB3	ADRB3	0	1	-0.239398	0	0
ADRBK1	ADRBK1	-0.0206482	1	-0.119891	14.9058	15.1524
ADRBK2	ADRBK2	-1.84122	1	-2.13077	1.54688	0.388389
ADRM1	ADRM1	0.169373	1	0.244228	54.1666	70.8745
ADSL	ADSL	-0.697741	1	-0.816052	29.7226	18.6435
ADSS	ADSS	0.0387534	1	0.140443	16.0948	19.5982
ADSSL1	ADSSL1	-0.0224679	1	-0.347821	2.47155	2.14444
ADTRP	ADTRP	0.746776	1	0.957294	4.46042	9.58168
AEBP1	AEBP1	0	1	0.567957	0.0628474	0.106921
AEBP2	AEBP2	0	1	-0.095375	4.51462	4.6682
AEN	AEN	0	1	0.0845383	15.0513	17.6307
AES	AES	-0.529276	1	-0.591381	79.6828	58.4152
AFAP1	AFAP1	-0.422742	1	-0.522342	7.53828	5.79692
