# This file is generated by gfold V1.1.2 on Tue Jun 27 19:35:14 2017
# Normalization constants :
#    RWPE1	42835828	1
#    AQ0415	40022355	1.00585
# The GFOLD value could be considered as a reliable log2 fold change.
# It is positive/negative if the gene is up/down regulated.
# A gene with zero GFOLD value should never be considered as 
# differentially expressed. For a comprehensive description of 
# GFOLD, please refer to the manual.
#GeneSymbol	GeneName	GFOLD(0.01)	E-FDR	log2fdc	1stRPKM	2ndRPKM
		0	1	-0.00840875	0	0
ABCA1	ABCA1	-4.1111	1	-4.2474	25.7701	1.45843
ABCA10	ABCA10	-0.526221	1	-1.93441	0.136434	0.0355196
ABCA11P	ABCA11P	-0.224722	1	-0.489299	4.68131	3.58639
ABCA12	ABCA12	2.81514	1	3.12854	0.2915	2.76526
ABCA13	ABCA13	0	1	-1.27144	0.0149438	0.00581612
ABCA17P	ABCA17P	1.51103	1	2.89848	0.0390197	0.352
ABCA2	ABCA2	-0.662108	1	-0.791486	5.05714	3.14418
ABCA3	ABCA3	3.73614	1	4.01795	0.486426	8.5412
ABCA4	ABCA4	0.586725	1	2.49409	0.00637405	0.054577
ABCA5	ABCA5	0.378326	1	0.519646	2.35689	3.63869
ABCA6	ABCA6	-1.93839	1	-3.81576	0.119017	0.00471791
ABCA7	ABCA7	0.159213	1	0.29993	3.50277	4.6432
ABCA8	ABCA8	0	1	-2.81576	0.0233294	0
ABCA9	ABCA9	-0.0167608	1	-2.17833	0.0296397	0.00396541
ABCB1	ABCB1	0	1	-1.00841	0.00495016	0
ABCB10	ABCB10	0.188522	1	0.324322	6.59735	8.89443
ABCB11	ABCB11	0	1	-0.00840875	0	0
ABCB4	ABCB4	0	1	-1.2308	0.0351228	0.0125306
ABCB5	ABCB5	0	1	0.991591	0	0.00323318
ABCB6	ABCB6	-1.05773	1	-1.21577	11.3167	5.24061
ABCB7	ABCB7	0	1	-0.0101714	7.55386	8.075
ABCB8	ABCB8	0.580809	1	0.749216	3.07157	5.56183
ABCB9	ABCB9	0	1	0.283547	1.27206	1.66829
ABCC1	ABCC1	0.344952	1	0.435109	8.51559	12.3959
ABCC10	ABCC10	0.0160524	1	0.203869	2.52932	3.13697
ABCC11	ABCC11	0	1	0.991591	0.019026	0.0458179
ABCC12	ABCC12	0	1	-0.00840875	0	0
ABCC13	ABCC13	0	1	-0.00840875	0	0
ABCC2	ABCC2	-0.749794	1	-1.49384	0.295777	0.110111
ABCC3	ABCC3	-1.24167	1	-1.36912	10.7668	4.48431
ABCC4	ABCC4	-0.25018	1	-0.419234	3.40167	2.73759
ABCC5	ABCC5	0.204441	1	0.355633	2.87678	3.96379
ABCC5-AS1	ABCC5-AS1	0	1	-0.00840875	0.099552	0.10655
ABCC6	ABCC6	0	1	0.368155	0.234328	0.326937
ABCC6P1	ABCC6P1	0	1	1.09113	0.111411	0.266004
ABCC6P2	ABCC6P2	0	1	-0.61248	1.22346	0.849384
ABCC8	ABCC8	0	1	-0.00840875	0	0
ABCC9	ABCC9	0	1	0.451023	0.0193116	0.0295273
ABCD1	ABCD1	0.789357	1	1.15206	0.75183	1.80712
ABCD2	ABCD2	0	1	-0.00840875	0	0
ABCD3	ABCD3	0.864466	1	0.949589	14.35	29.8424
ABCD4	ABCD4	0.089998	1	0.253686	5.6717	7.28133
ABCE1	ABCE1	-0.257788	1	-0.317656	39.0864	33.7615
ABCF1	ABCF1	1.93369	1	2.00568	18.0209	77.9299
ABCF2	ABCF2	0.0103052	1	0.0944095	14.4384	16.5953
ABCF3	ABCF3	0	1	0.0705925	12.4077	14.0279
ABCG1	ABCG1	-7.40404	1	-8.83305	14.674	0.0277238
ABCG2	ABCG2	0.847999	1	1.1576	0.799417	1.92644
ABCG4	ABCG4	0	1	-2.33034	0.0237306	0
ABCG5	ABCG5	0	1	-0.00840875	0	0
ABCG8	ABCG8	0	1	-2.33034	0.0350393	0
ABHD1	ABHD1	0.0843749	1	0.55347	1.33999	2.12537
ABHD10	ABHD10	0	1	0.102623	11.8472	13.6951
ABHD11	ABHD11	1.87473	1	2.13483	2.73895	13.0019
ABHD12	ABHD12	0.899876	1	1.01062	13.12	28.4681
ABHD12B	ABHD12B	0	1	0.172164	0.601392	0.731441
ABHD13	ABHD13	0	1	-0.0591365	4.45588	4.60418
ABHD14A	ABHD14A	-0.51343	1	-0.955941	3.39218	1.8717
ABHD14A-ACY1	ABHD14A-ACY1	-1.63204	1	-1.80441	20.4377	6.28973
ABHD14B	ABHD14B	-1.47006	1	-1.61352	20.7106	7.27948
ABHD15	ABHD15	0	1	0.106412	3.52088	4.08118
ABHD16A	ABHD16A	0.90272	1	1.01894	11.5454	25.1975
ABHD16B	ABHD16B	-0.209204	1	-0.760481	1.24874	0.787848
ABHD17A	ABHD17A	0.0334123	1	0.163961	16.9237	20.414
ABHD17B	ABHD17B	0	1	0.152169	4.79789	5.74066
ABHD17C	ABHD17C	-0.314972	1	-0.455966	13.1563	10.3226
ABHD2	ABHD2	-0.243403	1	-0.301785	18.7644	16.3874
ABHD3	ABHD3	0.367823	1	0.535665	7.54413	11.7788
ABHD4	ABHD4	-1.02255	1	-1.22388	8.37403	3.85396
ABHD5	ABHD5	-0.147876	1	-0.290111	5.35543	4.71435
ABHD6	ABHD6	-2.76613	1	-3.11966	7.74588	0.950158
ABHD8	ABHD8	1.01	1	1.26255	2.69193	6.96979
ABI1	ABI1	0.392292	1	0.479809	15.4994	23.2722
ABI2	ABI2	0.828474	1	0.925975	6.02244	12.3217
ABI3	ABI3	0	1	-0.00840875	0	0
ABI3BP	ABI3BP	0	1	0.20732	0.156572	0.195509
ABL1	ABL1	-0.830338	1	-0.903975	23.0983	13.2871
ABL2	ABL2	1.36943	1	1.43341	6.88223	20.0141
ABLIM1	ABLIM1	-1.24726	1	-1.31237	25.6898	11.1343
ABLIM2	ABLIM2	0	1	0.293247	0.390614	0.516444
ABLIM3	ABLIM3	1.90569	1	2.09485	2.00869	9.25665
ABO	ABO	0	1	-0.00840875	0	0
ABR	ABR	0.864227	1	0.958744	6.61838	13.8519
ABRA	ABRA	0	1	-0.593371	0.0678139	0.0453632
ABRACL	ABRACL	1.23019	1	1.4041	13.7859	39.3271
ABT1	ABT1	0.794487	1	0.917931	11.4919	23.3851
ABTB1	ABTB1	0.378738	1	0.730587	1.62791	2.91627
ABTB2	ABTB2	-0.399593	1	-0.664026	1.93787	1.31479
AC093375.1	AC093375.1	-0.137412	1	-0.677584	1.24784	0.834723
ACAA1	ACAA1	-0.23069	1	-0.443484	6.80258	5.38199
ACAA2	ACAA2	0.355376	1	0.610263	3.3919	5.58116
ACACA	ACACA	-0.528809	1	-0.601531	10.9094	7.73952
ACACB	ACACB	-0.160018	1	-0.377865	1.36046	1.12652
ACAD10	ACAD10	-0.659963	1	-0.849086	4.91113	2.93238
ACAD11	ACAD11	-2.13034	1	-2.335	10.1691	2.16414
ACAD8	ACAD8	-0.710365	1	-0.920828	7.61548	4.32516
ACAD9	ACAD9	0.995546	1	1.13197	7.34038	17.3295
ACADL	ACADL	1.10551	1	4.07905	0	0.160553
ACADM	ACADM	-0.281784	1	-0.411916	13.1203	10.6143
ACADS	ACADS	0	1	-0.235044	2.75219	2.51555
ACADSB	ACADSB	0.39802	1	0.696463	0.781963	1.36685
ACADVL	ACADVL	0.0919136	1	0.135459	104.807	123.938
ACAN	ACAN	0	1	-0.593371	0.0211266	0.0141324
ACAP1	ACAP1	0	1	-0.304802	0.642265	0.557902
ACAP2	ACAP2	-0.893113	1	-0.966293	20.0011	11.0189
ACAP3	ACAP3	0	1	0.14122	6.41536	7.61745
ACAT1	ACAT1	0.666678	1	0.786872	13.3025	24.7167
ACAT2	ACAT2	0.702335	1	0.796451	29.8472	55.8199
ACBD3	ACBD3	0.195296	1	0.281479	18.0015	23.5563
ACBD4	ACBD4	0.857582	1	1.112	2.08376	4.8594
ACBD5	ACBD5	0.18654	1	0.30422	8.02122	10.6638
ACBD6	ACBD6	-0.222926	1	-0.346171	24.1395	20.4403
ACBD7	ACBD7	2.35377	1	2.70331	0.671946	4.75254
ACCS	ACCS	0.688756	1	1.05732	1.21071	2.72454
ACCSL	ACCSL	0	1	-0.00840875	0	0
ACD	ACD	-0.241534	1	-0.413135	9.96623	8.05455
ACE	ACE	4.39856	1	5.77732	0.0223653	1.57988
ACE2	ACE2	2.40195	1	3.28227	0.0865367	0.968948
ACER1	ACER1	0	1	-0.00840875	0	0
ACER2	ACER2	0	1	0.334796	1.42427	1.93615
ACER3	ACER3	0.975044	1	1.10916	4.78925	11.129
ACHE	ACHE	0	1	0.839588	0.0310438	0.0664522
ACIN1	ACIN1	-0.300121	1	-0.37062	23.4448	19.5205
ACKR1	ACKR1	0	1	-0.00840875	0	0
ACKR2	ACKR2	0.856718	1	2.31352	0.0552076	0.329208
ACKR3	ACKR3	0	1	0.0316687	0.778165	0.856664
ACKR4	ACKR4	0	1	-0.621386	0.225163	0.154235
ACLY	ACLY	0.544855	1	0.610369	23.1358	38.0272
ACMSD	ACMSD	0.366093	1	2.31352	0.0373519	0.279844
ACN9	ACN9	-0.485476	1	-0.681859	8.47772	5.68472
ACO1	ACO1	-0.077447	1	-0.182049	14.0973	13.3765
ACO2	ACO2	-0.923813	1	-1.02048	30.6525	16.2623
ACOT1	ACOT1	0.237879	1	0.420083	8.53408	12.2982
ACOT11	ACOT11	0.309794	1	0.609185	1.39753	2.29892
ACOT12	ACOT12	0	1	-0.00840875	0	0
ACOT13	ACOT13	0.140955	1	0.259374	7.78519	10.0331
ACOT2	ACOT2	0.333427	1	0.483032	8.70973	13.1098
ACOT4	ACOT4	1.01587	1	1.29435	2.80368	7.42538
ACOT6	ACOT6	0	1	2.31352	0	0.099546
ACOT7	ACOT7	0.202087	1	0.338087	10.5731	14.3913
ACOT8	ACOT8	-0.508638	1	-0.691481	17.2645	11.5008
ACOT9	ACOT9	0.312428	1	0.431282	18.6138	27.026
ACOX1	ACOX1	1.09343	1	1.1757	6.99258	17.0097
ACOX2	ACOX2	0	1	-1.00841	0.0101104	0
ACOX3	ACOX3	0	1	0.0201039	4.0614	4.43385
ACOXL	ACOXL	3.2882	1	6.07905	0	0.705463
ACP1	ACP1	0.436643	1	0.512891	40.5994	62.3722
ACP2	ACP2	0.876716	1	1.02145	7.95667	17.3994
ACP5	ACP5	-1.97049	1	-3.70885	0.490115	0.0276089
ACP6	ACP6	-0.10079	1	-0.3393	5.72003	4.86454
ACPP	ACPP	1.88352	1	2.55719	0.146747	0.962008
ACPT	ACPT	-1.05028	1	-1.62814	2.16638	0.741976
ACR	ACR	0	1	-0.00840875	0	0
ACRBP	ACRBP	-1.03382	1	-2.59337	0.433231	0.0662408
ACRC	ACRC	-0.697764	1	-1.11647	1.41774	0.699735
ACRV1	ACRV1	0	1	0.36356	0.317889	0.446559
ACSBG1	ACSBG1	0	1	-0.0755229	0.164511	0.167692
ACSBG2	ACSBG2	0	1	0.635447	0.125555	0.215011
ACSF2	ACSF2	1.75067	1	1.89474	6.44297	25.821
ACSF3	ACSF3	0	1	0.0461125	3.94517	4.38535
ACSL1	ACSL1	0.903909	1	1.00473	8.06712	17.4318
ACSL3	ACSL3	-1.30773	1	-1.35874	81.6832	34.2849
ACSL4	ACSL4	-0.871358	1	-0.939481	30.6657	17.2116
ACSL5	ACSL5	2.40875	1	2.97083	0.212	1.83525
ACSL6	ACSL6	0	1	-1.59337	0.0270079	0.00722662
ACSM1	ACSM1	0	1	0.576554	0.0796756	0.134006
ACSM2A	ACSM2A	0	1	-0.00840875	0	0
ACSM2B	ACSM2B	0	1	-0.00840875	0	0
ACSM3	ACSM3	0.692292	1	1.04687	1.29411	2.89014
ACSM4	ACSM4	0	1	-2.00841	0.0401806	0
ACSM5	ACSM5	0	1	-0.00840875	0	0
ACSS1	ACSS1	1.04979	1	1.40357	0.679442	1.94543
ACSS2	ACSS2	-0.937545	1	-1.0648	15.4414	7.94263
ACSS3	ACSS3	0	1	-0.00840875	0	0
ACTA1	ACTA1	0	1	-0.00840875	0.0156467	0.0167467
ACTA2	ACTA2	1.48116	1	1.88883	0.996354	4.0091
ACTB	ACTB	1.63134	1	1.64695	782.764	2639.09
ACTBL2	ACTBL2	2.1728	1	3.20104	0.0919092	0.983702
ACTC1	ACTC1	1.45713	1	4.38391	0	0.135316
ACTG1	ACTG1	1.407	1	1.4265	448.866	1298.91
ACTG1P4	ACTG1P4	0	1	-1.77394	0.188361	0.0504005
ACTG2	ACTG2	0	1	1.57655	0	0.0375448
ACTL10	ACTL10	0	1	-0.0307766	0.736724	0.776193
ACTL6A	ACTL6A	0.225849	1	0.311329	33.9028	45.2921
ACTL6B	ACTL6B	0	1	-0.00840875	0	0
ACTL7A	ACTL7A	-0.358988	1	-3.46784	0.152781	0
ACTL7B	ACTL7B	0	1	-2.59337	0.08296	0
ACTL8	ACTL8	0	1	1.57655	0	0.0268523
ACTL9	ACTL9	0	1	-0.00840875	0	0
ACTN1	ACTN1	0.490406	1	0.535371	57.6881	90.0117
ACTN1-AS1	ACTN1-AS1	0	1	-0.271443	0.194866	0.166852
ACTN2	ACTN2	0	1	0.576554	0.00456848	0.00977927
ACTN3	ACTN3	0	1	1.86606	0.0140168	0.0750106
ACTN4	ACTN4	0.650761	1	0.683133	102.513	177.202
ACTR10	ACTR10	0.446988	1	0.564445	12.9588	20.6357
ACTR1A	ACTR1A	0.521193	1	0.597847	25.677	41.8405
ACTR1B	ACTR1B	0.193851	1	0.286374	24.6166	32.3225
ACTR2	ACTR2	0.149747	1	0.209478	34.7654	43.2765
ACTR3	ACTR3	0.330845	1	0.38384	27.9854	39.3123
ACTR3B	ACTR3B	0.832051	1	1.05809	3.338	7.49468
ACTR3BP2	ACTR3BP2	0	1	-0.00840875	0	0
ACTR3BP5	ACTR3BP5	0	1	-0.00840875	0	0
ACTR3C	ACTR3C	1.49905	1	1.73482	4.14291	14.886
ACTR5	ACTR5	-1.3849	1	-1.61015	8.13636	2.86246
ACTR6	ACTR6	0.216499	1	0.400982	5.12537	7.28879
ACTR8	ACTR8	0.285991	1	0.453697	4.40774	6.50133
ACTRT1	ACTRT1	0	1	-0.00840875	0	0
ACTRT2	ACTRT2	0	1	-0.00840875	0	0
ACTRT3	ACTRT3	1.49812	1	1.9465	0.745919	3.13105
ACVR1	ACVR1	-0.399362	1	-0.599603	5.2136	3.70134
ACVR1B	ACVR1B	-0.623581	1	-0.784082	5.68204	3.55013
ACVR1C	ACVR1C	0	1	0.0985065	0.064297	0.0743222
ACVR2A	ACVR2A	0.516303	1	0.700865	2.25172	3.94323
ACVR2B	ACVR2B	-0.164869	1	-0.355212	1.43892	1.21053
ACVR2B-AS1	ACVR2B-AS1	-1.55398	1	-2.93915	0.556494	0.0694884
ACVRL1	ACVRL1	0	1	-0.00840875	0	0
ACY1	ACY1	-1.68715	1	-1.86018	23.3867	6.92402
ACY3	ACY3	0	1	-0.00840875	0	0
ACYP1	ACYP1	0.037507	1	0.378614	5.71713	8.01301
ACYP2	ACYP2	0	1	0.32666	2.90379	3.92579
ADA	ADA	-0.0477839	1	-0.408947	3.00193	2.4301
ADAD1	ADAD1	0	1	-0.00840875	0	0
ADAD2	ADAD2	0	1	0.991591	0.0202647	0.0542232
ADAL	ADAL	-0.362967	1	-0.524772	4.89384	3.66044
ADAM10	ADAM10	0.571329	1	0.617836	39.6688	65.5375
ADAM11	ADAM11	0	1	0.485406	0.254556	0.385972
ADAM12	ADAM12	4.44053	1	5.50083	0.0261217	1.3979
ADAM15	ADAM15	-0.457291	1	-0.52197	44.4058	33.2904
ADAM17	ADAM17	-0.371351	1	-0.462146	21.1767	16.5472
ADAM18	ADAM18	0	1	-0.00840875	0	0
ADAM19	ADAM19	2.95992	1	3.17456	0.915348	8.92823
ADAM1A	ADAM1A	0.487104	1	0.86832	0.945306	1.86515
ADAM2	ADAM2	0	1	-0.00840875	0	0
ADAM20	ADAM20	0	1	-0.686481	0.326093	0.21478
ADAM20P1	ADAM20P1	-0.00491217	1	-0.823984	0.330643	0.197518
ADAM21	ADAM21	1.87683	1	2.78415	0.113921	0.900398
ADAM21P1	ADAM21P1	2.99517	1	4.79895	0.0113933	0.670684
ADAM22	ADAM22	0.219677	1	0.787233	0.127648	0.239088
ADAM23	ADAM23	0	1	0.576554	0.018751	0.0321106
ADAM28	ADAM28	0	1	0.406629	0.0126944	0.0203801
ADAM29	ADAM29	0	1	1.57655	0	0.0145268
ADAM30	ADAM30	0	1	-0.00840875	0	0
ADAM32	ADAM32	-0.78309	1	-1.29909	1.16425	0.503935
ADAM33	ADAM33	0	1	-1.00841	0.0327971	0.014041
ADAM3A	ADAM3A	0	1	-0.00840875	0	0
ADAM5	ADAM5	0	1	-1.00841	0.013692	0
ADAM6	ADAM6	0	1	-0.00840875	0	0
ADAM7	ADAM7	0	1	-0.00840875	0	0
ADAM8	ADAM8	2.13426	1	2.29516	3.5714	18.9004
ADAM9	ADAM9	0.346725	1	0.389284	62.2019	87.7072
ADAMDEC1	ADAMDEC1	0	1	-0.00840875	0	0
ADAMTS1	ADAMTS1	4.63989	1	4.86394	1.08418	34.1402
ADAMTS10	ADAMTS10	0	1	-1.00841	0.00534944	0
ADAMTS12	ADAMTS12	8.66812	1	11.4005	0	13.7085
ADAMTS13	ADAMTS13	-1.59804	1	-2.13673	0.830417	0.199622
ADAMTS14	ADAMTS14	1.31084	1	2.12545	0.0753492	0.370023
ADAMTS15	ADAMTS15	-1.57028	1	-1.87067	2.25388	0.660307
ADAMTS16	ADAMTS16	0	1	-1.2308	0.0281604	0.0100467
ADAMTS17	ADAMTS17	-1.02407	1	-1.45282	0.789104	0.307836
ADAMTS18	ADAMTS18	0	1	0.991591	0	0.00422561
ADAMTS19	ADAMTS19	0	1	-0.00840875	0	0
ADAMTS2	ADAMTS2	0	1	-0.00840875	0	0
ADAMTS20	ADAMTS20	0	1	-0.00840875	0	0
ADAMTS3	ADAMTS3	0	1	-1.29792	0.0842054	0.0343333
ADAMTS4	ADAMTS4	0	1	2.31352	0	0.0230711
ADAMTS5	ADAMTS5	2.67079	1	4.36083	0.00483182	0.15773
ADAMTS6	ADAMTS6	2.20383	1	2.45362	0.645616	3.82285
ADAMTS7	ADAMTS7	0.70941	1	0.943497	1.29269	2.68065
ADAMTS7P1	ADAMTS7P1	1.52738	1	1.99159	0.138205	0.599204
ADAMTS8	ADAMTS8	0	1	-0.00840875	0.0127464	0.0136424
ADAMTS9	ADAMTS9	0.111925	1	1.62902	0.0255415	0.0922624
ADAMTS9-AS2	ADAMTS9-AS2	0	1	-1.59337	0.020956	0
ADAMTSL1	ADAMTSL1	0	1	-0.00840875	0	0
ADAMTSL2	ADAMTSL2	0	1	-2.33034	0.0225937	0
ADAMTSL3	ADAMTSL3	0.337903	1	0.626195	0.693824	1.15477
ADAMTSL4	ADAMTSL4	1.90695	1	2.16647	1.0189	4.94409
ADAMTSL4-AS1	ADAMTSL4-AS1	-0.328406	1	-0.903711	2.0731	1.18177
ADAMTSL5	ADAMTSL5	1.59634	1	2.09395	0.408557	1.90653
ADAP1	ADAP1	0.967324	1	1.10244	7.43288	17.1919
ADAP2	ADAP2	0	1	0.576554	0.0934137	0.154515
ADAR	ADAR	0.170089	1	0.211054	41.0281	51.1277
ADARB1	ADARB1	0.024845	1	0.251617	1.30366	1.67156
ADARB2	ADARB2	0	1	-3.00841	0.0193941	0
ADARB2-AS1	ADARB2-AS1	0	1	-0.00840875	0	0
ADAT1	ADAT1	0.19704	1	0.330932	7.25034	9.81966
ADAT2	ADAT2	-1.46155	1	-1.71542	2.22451	0.726939
ADAT3	ADAT3	0.433801	1	1.15598	0.402004	0.98346
ADC	ADC	-1.27979	1	-2.04236	0.909404	0.22902
ADCK1	ADCK1	0.0958818	1	0.436731	1.72422	2.5165
ADCK2	ADCK2	-0.023472	1	-0.169481	11.0207	10.5483
ADCK3	ADCK3	0	1	-0.0216706	6.0997	6.46868
ADCK4	ADCK4	0	1	-0.124011	8.97523	8.86569
ADCK5	ADCK5	0.548423	1	0.88247	1.76144	3.50659
ADCY1	ADCY1	-0.534531	1	-1.00841	0.258165	0.13719
ADCY10	ADCY10	0	1	-0.686481	0.0301447	0.0184365
ADCY10P1	ADCY10P1	-1.85825	1	-2.51091	0.776632	0.142184
ADCY2	ADCY2	0	1	-0.00840875	0	0
ADCY3	ADCY3	0.0305579	1	0.119927	14.3224	16.7559
ADCY4	ADCY4	0	1	-1.59337	0.012551	0
ADCY5	ADCY5	0	1	-0.330337	0.0335791	0.0279531
ADCY6	ADCY6	0.865721	1	0.968044	5.594	11.7842
ADCY7	ADCY7	0.648015	1	0.761103	5.15795	9.41364
ADCY8	ADCY8	0	1	-0.00840875	0	0
ADCY9	ADCY9	-0.0667739	1	-0.186564	5.04241	4.76956
ADCYAP1	ADCYAP1	0	1	-0.00840875	0	0
ADCYAP1R1	ADCYAP1R1	0	1	-1.00841	0.00355056	0
ADD1	ADD1	0.60966	1	0.674933	19.8644	34.1448
ADD2	ADD2	-3.65642	1	-6.43467	0.333892	0
ADD3	ADD3	1.4571	1	1.5497	8.74679	27.5775
ADD3-AS1	ADD3-AS1	0.894269	1	1.44005	0.857197	2.53764
ADGB	ADGB	0	1	-1.00841	0.00441387	0
ADH1A	ADH1A	0	1	-2.81576	0.0933798	0
ADH1B	ADH1B	0	1	2.57655	0	0.0443959
ADH1C	ADH1C	0.242229	1	2.21398	0.0265585	0.184766
ADH4	ADH4	0	1	-0.00840875	0.0117963	0.0126256
ADH5	ADH5	-0.409768	1	-0.479027	49.1556	37.9644
ADH6	ADH6	-1.99411	1	-3.86639	0.217451	0.00831205
ADH7	ADH7	0	1	-2.81576	0.0584354	0
ADHFE1	ADHFE1	-0.0606962	1	-0.761769	0.714515	0.448298
ADI1	ADI1	1.78994	1	1.885	21.6456	86.1094
ADIG	ADIG	0	1	-1.00841	0.0909543	0.0324494
ADIPOQ	ADIPOQ	0	1	-0.00840875	0	0
ADIPOQ-AS1	ADIPOQ-AS1	0	1	-0.00840875	0	0
ADIPOR1	ADIPOR1	0.0984232	1	0.167532	42.7782	51.7251
ADIPOR2	ADIPOR2	0	1	0.0480871	26.0886	29.038
ADIRF	ADIRF	2.61569	1	2.74985	24.144	175.051
ADK	ADK	1.02087	1	1.10993	19.6408	45.6489
ADM	ADM	1.05453	1	1.20871	10.6978	26.6414
ADM2	ADM2	-2.38674	1	-2.82967	2.27276	0.33915
ADM5	ADM5	-2.00707	1	-2.45271	3.6587	0.709831
ADNP	ADNP	-0.27596	1	-0.341289	21.3103	18.1079
ADNP2	ADNP2	-0.428881	1	-0.519732	14.2704	10.7143
ADO	ADO	-0.637095	1	-0.766841	11.171	7.06506
ADORA1	ADORA1	0	1	-0.441368	0.207937	0.162636
ADORA2A	ADORA2A	-0.595682	1	-1.87091	0.307897	0.0844979
ADORA2A-AS1	ADORA2A-AS1	-0.516657	1	-3.59337	0.0682782	0
ADORA2B	ADORA2B	-0.340372	1	-0.473751	18.5397	14.3686
ADORA3	ADORA3	0	1	-0.00840875	0	0
ADPGK	ADPGK	0	1	0.0533008	19.6266	21.9247
ADPGK-AS1	ADPGK-AS1	0	1	-0.925947	0.282192	0.155591
ADPRH	ADPRH	3.55152	1	3.9051	0.545265	8.88965
ADPRHL1	ADPRHL1	0.260908	1	0.782496	0.664548	1.23898
ADPRHL2	ADPRHL2	0.605707	1	0.735045	14.689	26.3306
ADPRM	ADPRM	-0.407362	1	-0.666303	6.53597	4.4277
ADRA1A	ADRA1A	0	1	-0.00840875	0	0
ADRA1B	ADRA1B	2.19296	1	3.53075	0.0724998	1.01984
ADRA1D	ADRA1D	-0.0167608	1	-3.17833	0.0700523	0
ADRA2A	ADRA2A	0	1	-1.59337	0.0120552	0
ADRA2B	ADRA2B	0	1	-0.522982	0.131932	0.0966147
ADRA2C	ADRA2C	0	1	-2.59337	0.0596143	0
ADRB1	ADRB1	-2.13485	1	-3.59337	0.579137	0.0436514
ADRB2	ADRB2	-1.9294	1	-2.10187	22.0417	5.51846
ADRB3	ADRB3	0	1	-0.00840875	0	0
ADRBK1	ADRBK1	0.033314	1	0.132072	14.9058	17.586
ADRBK2	ADRBK2	-1.34093	1	-1.61027	1.54688	0.543595
ADRM1	ADRM1	-0.39013	1	-0.478379	54.1666	41.8516
ADSL	ADSL	-0.888165	1	-1.01786	29.7226	15.7941
ADSS	ADSS	0	1	0.050515	16.0948	17.9447
ADSSL1	ADSSL1	-0.63049	1	-1.01495	2.47155	1.31062
ADTRP	ADTRP	-0.533691	1	-0.825931	4.46042	2.70301
AEBP1	AEBP1	0	1	0.213984	0.0628474	0.0794955
AEBP2	AEBP2	0.188902	1	0.322731	4.51462	6.07978
AEN	AEN	0	1	0.00445341	15.0513	16.2538
AES	AES	-0.131666	1	-0.191855	79.6828	75.0996
