# This file is generated by gfold V1.1.2 on Tue Jun 27 19:23:35 2017
# Normalization constants :
#    RWPE1	42835828	1.15985
#    AQ0411	36940271	1
# The GFOLD value could be considered as a reliable log2 fold change.
# It is positive/negative if the gene is up/down regulated.
# A gene with zero GFOLD value should never be considered as 
# differentially expressed. For a comprehensive description of 
# GFOLD, please refer to the manual.
#GeneSymbol	GeneName	GFOLD(0.01)	E-FDR	log2fdc	1stRPKM	2ndRPKM
		0	1	0.213936	0	0
ACTN3	ACTN3	0	1	0.950901	0.0140168	0.0325076
ACTN4	ACTN4	0.385719	1	0.420503	102.513	137.175
ACTR10	ACTR10	0.30013	1	0.424424	12.9588	17.3891
ACTR1A	ACTR1A	0.518735	1	0.597949	25.677	38.8582
ACTR1B	ACTR1B	0	1	-0.0210285	24.6166	24.2534
ACTR2	ACTR2	0.171711	1	0.233485	34.7654	40.8639
ACTR3	ACTR3	0.425607	1	0.479662	27.9854	39.0157
ACTR3B	ACTR3B	0	1	0.181823	3.338	3.78526
ACTR3BP2	ACTR3BP2	0	1	0.213936	0	0
ACTR3BP5	ACTR3BP5	0	1	0.213936	0	0
ACTR3C	ACTR3C	0.179061	1	0.464562	4.14291	5.71917
ACTR5	ACTR5	-0.604784	1	-0.801154	8.13636	4.66285
ACTR6	ACTR6	0.924236	1	1.09658	5.12537	10.9668
ACTR8	ACTR8	0.0477552	1	0.228582	4.40774	5.16344
ACTRT1	ACTRT1	0	1	0.213936	0	0
ACTRT2	ACTRT2	0	1	0.213936	0	0
ACTRT3	ACTRT3	1.13541	1	1.60942	0.745919	2.29757
ACVR1	ACVR1	-0.436213	1	-0.647807	5.2136	3.32295
ACVR1B	ACVR1B	0	1	0.134152	5.68204	6.23409
ACVR1C	ACVR1C	0	1	0.320851	0.064297	0.0805233
ACVR2A	ACVR2A	-0.0302905	1	-0.255128	2.25172	1.88495
ACVR2B	ACVR2B	-0.620867	1	-0.840512	1.43892	0.802148
ACVR2B-AS1	ACVR2B-AS1	-1.48213	1	-2.90945	0.556494	0.0645309
ACVRL1	ACVRL1	0	1	2.21394	0	0.0184405
ACY1	ACY1	-0.0179043	1	-0.141179	23.3867	21.1984
ACY3	ACY3	0	1	0.213936	0	0
ACYP1	ACYP1	1.0975	1	1.40177	5.71713	15.1533
ACYP2	ACYP2	0.00132724	1	0.3744	2.90379	3.76598
ADA	ADA	1.67591	1	1.94213	3.00193	11.574
ADAD1	ADAD1	0	1	0.213936	0	0
ADAD2	ADAD2	2.25452	1	3.98653	0.0202647	0.469978
ADAL	ADAL	-0.859474	1	-1.04938	4.89384	2.36088
ADAM10	ADAM10	-0.00964527	1	-0.0635728	39.6688	37.9496
ADAM11	ADAM11	0	1	-0.35638	0.254556	0.196789
ADAM12	ADAM12	3.02183	1	4.12083	0.0261217	0.496766
ADAM15	ADAM15	0.990336	1	1.04221	44.4058	91.4349
ADAM17	ADAM17	-0.120986	1	-0.211281	21.1767	18.2859
ADAM18	ADAM18	0	1	1.21394	0	0.00828358
ADAM19	ADAM19	4.28393	1	4.49227	0.915348	20.6731
ADAM1A	ADAM1A	0	1	-0.434592	0.945306	0.695832
ADAM2	ADAM2	0	1	0.213936	0	0
ADAM20	ADAM20	-0.207848	1	-1.2011	0.326093	0.135741
ADAM20P1	ADAM20P1	-1.60142	1	-3.2455	0.330643	0.0267497
ADAM21	ADAM21	1.23945	1	2.21394	0.113921	0.558893
ADAM21P1	ADAM21P1	2.19963	1	4.07192	0.0113933	0.369927
ADAM22	ADAM22	0	1	-0.192057	0.127648	0.111016
ADAM23	ADAM23	0	1	-0.0490988	0.018751	0.0173948
ADAM28	ADAM28	4.03791	1	5.68426	0.0126944	0.971543
ADAM29	ADAM29	0	1	0.213936	0	0
ADAM30	ADAM30	0	1	2.21394	0	0.0271431
ADAM32	ADAM32	-1.71311	1	-2.42466	1.16425	0.208465
ADAM33	ADAM33	0	1	-2.37103	0.0327971	0
ADAM3A	ADAM3A	0	1	0.213936	0	0
ADAM5	ADAM5	0	1	-0.786064	0.013692	0
ADAM6	ADAM6	0	1	0.213936	0	0
ADAM7	ADAM7	0	1	0.213936	0	0
ADAM8	ADAM8	3.36314	1	3.51663	3.5714	40.9382
ADAM9	ADAM9	0.0591419	1	0.105455	62.2019	66.9039
ADAMDEC1	ADAMDEC1	0	1	0.213936	0	0
ADAMTS1	ADAMTS1	6.07724	1	6.29895	1.08418	85.7346
ADAMTS10	ADAMTS10	0	1	-0.786064	0.00534944	0
ADAMTS12	ADAMTS12	8.74238	1	11.4749	0	13.4042
ADAMTS13	ADAMTS13	-1.77863	1	-2.38646	0.830417	0.154484
ADAMTS14	ADAMTS14	1.51343	1	2.32941	0.0753492	0.395756
ADAMTS15	ADAMTS15	-1.86574	1	-2.2143	2.25388	0.481702
ADAMTS16	ADAMTS16	0	1	-2.59342	0.0281604	0
ADAMTS17	ADAMTS17	-2.55746	1	-3.28633	0.789104	0.0769662
ADAMTS18	ADAMTS18	0	1	1.7989	0	0.00915634
ADAMTS19	ADAMTS19	0	1	0.213936	0	0
ADAMTS2	ADAMTS2	0	1	0.213936	0	0
ADAMTS20	ADAMTS20	0	1	1.21394	0	0.00472191
ADAMTS3	ADAMTS3	-0.195348	1	-1.92357	0.0842054	0.0185989
ADAMTS4	ADAMTS4	0	1	1.21394	0	0.00624901
ADAMTS5	ADAMTS5	0	1	-1.37103	0.00483182	0
ADAMTS6	ADAMTS6	0.986787	1	1.26997	0.645616	1.56063
ADAMTS7	ADAMTS7	-3.1986	1	-3.95127	1.29269	0.0788946
ADAMTS7P1	ADAMTS7P1	-2.41523	1	-4.10799	0.138205	0.00543262
ADAMTS8	ADAMTS8	0	1	0.213936	0.0127464	0.0147806
ADAMTS9	ADAMTS9	0	1	-1.95599	0.0255415	0.00370223
ADAMTS9-AS2	ADAMTS9-AS2	0	1	-1.37103	0.020956	0
ADAMTSL1	ADAMTSL1	0	1	2.7989	0	0.0169277
ADAMTSL2	ADAMTSL2	0	1	-2.10799	0.0225937	0
ADAMTSL3	ADAMTSL3	-1.16326	1	-1.63011	0.693824	0.221437
ADAMTSL4	ADAMTSL4	1.42363	1	1.69883	1.0189	3.31803
ADAMTSL4-AS1	ADAMTSL4-AS1	-0.328308	1	-0.932906	2.0731	1.07133
ADAMTSL5	ADAMTSL5	0.508498	1	1.08067	0.408557	0.871721
ADAP1	ADAP1	1.06211	1	1.19926	7.43288	17.0733
ADAP2	ADAP2	0	1	-1.78606	0.0934137	0.019695
ADAR	ADAR	0.135054	1	0.17784	41.0281	46.4004
ADARB1	ADARB1	0	1	0.169992	1.30366	1.46625
ADARB2	ADARB2	0	1	-2.78606	0.0193941	0
ADARB2-AS1	ADARB2-AS1	0	1	0.213936	0	0
ADAT1	ADAT1	0	1	-0.0589219	7.25034	6.95739
ADAT2	ADAT2	-0.362117	1	-0.567424	2.22451	1.49931
ADAT3	ADAT3	0.0255886	1	0.815386	0.402004	0.715893
ADC	ADC	-1.00224	1	-1.7529	0.909404	0.260534
ADCK1	ADCK1	0	1	-0.290739	1.72422	1.40564
ADCK2	ADCK2	-0.102287	1	-0.256842	11.0207	9.21825
ADCK3	ADCK3	0	1	-0.0915847	6.0997	5.72151
ADCK4	ADCK4	-0.607508	1	-0.79359	8.97523	5.1713
ADCK5	ADCK5	0.43943	1	0.789312	1.76144	3.05022
ADCY1	ADCY1	0	1	0.203882	0.258165	0.297273
ADCY10	ADCY10	0	1	-0.786064	0.0301447	0.014981
ADCY10P1	ADCY10P1	-1.15467	1	-1.72152	0.776632	0.23107
ADCY2	ADCY2	0	1	0.213936	0	0
ADCY3	ADCY3	0	1	-0.0628532	14.3224	13.7078
ADCY4	ADCY4	0	1	1.43633	0.012551	0.0436625
ADCY5	ADCY5	0	1	-0.300638	0.0335791	0.0259588
ADCY6	ADCY6	0.605962	1	0.715061	5.594	9.18255
ADCY7	ADCY7	-1.10251	1	-1.27629	5.15795	2.12624
ADCY8	ADCY8	0	1	0.213936	0	0
ADCY9	ADCY9	-1.37389	1	-1.54333	5.04241	1.72717
ADCYAP1	ADCYAP1	0	1	0.213936	0	0
ADCYAP1R1	ADCYAP1R1	0	1	-0.786064	0.00355056	0
ADD1	ADD1	-0.329264	1	-0.410935	19.8644	14.9356
ADD2	ADD2	-3.43407	1	-6.21233	0.333892	0
ADD3	ADD3	0.992435	1	1.0921	8.74679	18.6477
ADD3-AS1	ADD3-AS1	0.699521	1	1.27283	0.857197	2.09375
ADGB	ADGB	0	1	-0.786064	0.00441387	0
ADH1A	ADH1A	0	1	-1.59342	0.0933798	0.0180472
ADH1B	ADH1B	0	1	0.213936	0	0
ADH1C	ADH1C	0	1	-1.37103	0.0265585	0
ADH4	ADH4	0	1	0.213936	0.0117963	0.013679
ADH5	ADH5	0	1	-0.0626512	49.1556	47.0547
ADH6	ADH6	0	1	-0.83669	0.217451	0.117072
ADH7	ADH7	0	1	-2.59342	0.0584354	0
ADHFE1	ADHFE1	0	1	-0.176854	0.714515	0.628555
ADI1	ADI1	0.755992	1	0.864493	21.6456	39.4108
ADIG	ADIG	0	1	-1.78606	0.0909543	0
ADIPOQ	ADIPOQ	0	1	0.213936	0	0
ADIPOQ-AS1	ADIPOQ-AS1	0	1	0.213936	0	0
ADIPOR1	ADIPOR1	0.550254	1	0.616903	42.7782	65.5932
ADIPOR2	ADIPOR2	0	1	0.0331464	26.0886	26.6884
ADIRF	ADIRF	3.65904	1	3.78919	24.144	334.154
ADK	ADK	1.20142	1	1.2909	19.6408	48.0591
ADM	ADM	1.88277	1	2.0284	10.6978	43.6793
ADM2	ADM2	-2.88369	1	-3.44557	2.27276	0.20273
ADM5	ADM5	-1.04466	1	-1.40622	3.6587	1.37148
ADNP	ADNP	0.0106202	1	0.0737382	21.3103	22.4226
ADNP2	ADNP2	-0.31605	1	-0.408968	14.2704	10.7439
ADO	ADO	-0.0897781	1	-0.211116	11.171	9.64631
ADORA1	ADORA1	0	1	0.588331	0.207937	0.315315
ADORA2A	ADORA2A	-0.147182	1	-1.10799	0.307897	0.137322
ADORA2A-AS1	ADORA2A-AS1	0	1	0.798898	0.0682782	0.122362
ADORA2B	ADORA2B	1.06122	1	1.16745	18.5397	41.6473
ADORA3	ADORA3	0	1	1.21394	0	0.00794329
ADPGK	ADPGK	0	1	0.0792727	19.6266	20.7298
ADPGK-AS1	ADPGK-AS1	0	1	-0.966637	0.282192	0.138824
ADPRH	ADPRH	1.73766	1	2.12854	0.545265	2.40416
ADPRHL1	ADPRHL1	-0.515844	1	-1.30391	0.664548	0.261013
ADPRHL2	ADPRHL2	0.428599	1	0.565628	14.689	21.7398
ADPRM	ADPRM	-0.135195	1	-0.391491	6.53597	4.97545
ADRA1A	ADRA1A	0	1	0.213936	0	0
ADRA1B	ADRA1B	0	1	0.535864	0.0724998	0.108091
ADRA1D	ADRA1D	0	1	-2.95599	0.0700523	0
ADRA2A	ADRA2A	0	1	-1.37103	0.0120552	0
ADRA2B	ADRA2B	-1.17129	1	-3.10799	0.131932	0.00805197
ADRA2C	ADRA2C	0	1	-2.37103	0.0596143	0
ADRB1	ADRB1	0	1	-0.25555	0.579137	0.482392
ADRB2	ADRB2	1.68156	1	1.76943	22.0417	75.1537
ADRB3	ADRB3	0	1	0.213936	0	0
ADRBK1	ADRBK1	0.682209	1	0.774651	14.9058	25.4987
ADRBK2	ADRBK2	-0.196709	1	-0.413659	1.54688	1.15996
ADRM1	ADRM1	-0.193744	1	-0.282453	54.1666	44.5204
ADSL	ADSL	0.0971687	1	0.203755	29.7226	34.2238
ADSS	ADSS	0.18751	1	0.29435	16.0948	19.7338
ADSSL1	ADSSL1	1.31691	1	1.57832	2.47155	7.39951
ADTRP	ADTRP	0	1	0.00498874	4.46042	4.47293
AEBP1	AEBP1	0	1	0.213936	0.0628474	0.0728776
AEBP2	AEBP2	0.456391	1	0.589284	4.51462	6.79216
AEN	AEN	-0.0180323	1	-0.130599	15.0513	13.7439
AES	AES	-0.121084	1	-0.183734	79.6828	70.1359
AFAP1	AFAP1	1.22305	1	1.3039	7.53828	18.6116
AFAP1-AS1	AFAP1-AS1	1.24683	1	1.48441	0.938059	2.62977
AFAP1L1	AFAP1L1	0.0745798	1	0.203328	7.55995	8.70222
AFAP1L2	AFAP1L2	0.272351	1	0.369923	12.585	16.2607
AFF1	AFF1	0.713268	1	0.82611	3.49128	6.18983
