# This file is generated by gfold V1.1.2 on Tue Jun 27 20:23:36 2017
# Normalization constants :
#    RWPE1	42835828	1.04659
#    LNCaP	35504722	1
# The GFOLD value could be considered as a reliable log2 fold change.
# It is positive/negative if the gene is up/down regulated.
# A gene with zero GFOLD value should never be considered as 
# differentially expressed. For a comprehensive description of 
# GFOLD, please refer to the manual.
#GeneSymbol	GeneName	GFOLD(0.01)	E-FDR	log2fdc	1stRPKM	2ndRPKM
		0	1	0.065697	0	0
ABCA11P	ABCA11P	0.402426	1	0.623907	4.68131	8.32325
ABCA12	ABCA12	0.220767	1	0.617682	0.2915	0.517015
ABCA13	ABCA13	0	1	-0.934303	0.0149438	0.0081952
ABCA17P	ABCA17P	2.42322	1	3.7522	0.0390197	0.685974
ABCA2	ABCA2	1.11505	1	1.20956	5.05714	13.4863
ABCA3	ABCA3	3.87174	1	4.15316	0.486426	10.0447
ABCA4	ABCA4	0	1	1.28809	0.00637405	0.0230705
ABCA5	ABCA5	-1.08872	1	-1.29166	2.35689	1.10799
ABCA6	ABCA6	-1.86428	1	-4.74166	0.119017	0
ABCA7	ABCA7	0	1	0.145182	3.50277	4.46563
ABCA8	ABCA8	0	1	-2.74166	0.0233294	0
ABCA9	ABCA9	0	1	-3.10423	0.0296397	0
ABCB1	ABCB1	0	1	-0.934303	0.00495016	0
ABCB10	ABCB10	0	1	0.0537464	6.59735	7.89387
ABCB11	ABCB11	0	1	2.0657	0	0.0176955
ABCB4	ABCB4	0	1	0.258342	0.0351228	0.0494375
ABCB5	ABCB5	0	1	2.38763	0	0.0145783
ABCB6	ABCB6	0.728911	1	0.838863	11.3167	23.3404
ABCB7	ABCB7	0.0232335	1	0.185639	7.55386	9.90464
ABCB8	ABCB8	0.553522	1	0.724275	3.07157	5.85314
ABCB9	ABCB9	0.239513	1	0.538549	1.27206	2.13275
ABCC1	ABCC1	0.526334	1	0.615086	8.51559	15.0375
ABCC10	ABCC10	-0.0719427	1	-0.278913	2.52932	2.40209
ABCC11	ABCC11	0.216258	1	1.9917	0.019026	0.103296
ABCC12	ABCC12	0	1	0.065697	0	0
ABCC13	ABCC13	0	1	0.065697	0	0
ABCC2	ABCC2	-2.0172	1	-3.47862	0.295777	0.0258587
ABCC3	ABCC3	-7.67074	1	-9.18223	10.7668	0.0160303
ABCC4	ABCC4	4.01634	1	4.12895	3.40167	68.6787
ABCC5	ABCC5	0	1	0.143089	2.87678	3.66228
ABCC5-AS1	ABCC5-AS1	0	1	0.065697	0.099552	0.120108
ABCC6	ABCC6	2.0048	1	2.46643	0.234328	1.51453
ABCC6P1	ABCC6P1	1.88621	1	2.7975	0.111411	0.95125
ABCC6P2	ABCC6P2	1.6305	1	2.20147	1.22346	6.62243
ABCC8	ABCC8	3.04195	1	5.84706	0	0.30888
ABCC9	ABCC9	0.129596	1	1.70955	0.0193116	0.0798826
ABCD1	ABCD1	3.73726	1	4.04124	0.75183	14.3824
ABCD2	ABCD2	0	1	1.0657	0	0.00527341
ABCD3	ABCD3	0.168487	1	0.26343	14.35	19.8574
ABCD4	ABCD4	-0.507753	1	-0.705484	5.6717	4.00577
ABCE1	ABCE1	0	1	-0.0346752	39.0864	43.9872
ABCF1	ABCF1	0.0729564	1	0.163182	18.0209	23.2624
ABCF2	ABCF2	0.235063	1	0.317104	14.4384	20.7369
ABCF3	ABCF3	0.553097	1	0.669519	12.4077	22.7556
ABCG1	ABCG1	-2.36152	1	-2.5456	14.674	2.89075
ABCG2	ABCG2	-2.86487	1	-4.12193	0.799417	0.0473366
ABCG4	ABCG4	0	1	-1.25623	0.0237306	0.00715763
ABCG5	ABCG5	0	1	0.065697	0	0
ABCG8	ABCG8	0	1	-2.25623	0.0350393	0
ABHD1	ABHD1	0.483069	1	0.930767	1.33999	2.96066
ABHD10	ABHD10	1.09664	1	1.2032	11.8472	31.4576
ABHD11	ABHD11	2.96759	1	3.21398	2.73895	29.4323
ABHD12	ABHD12	0.00689996	1	0.134261	13.12	16.6001
ABHD12B	ABHD12B	-2.60445	1	-5.42616	0.601392	0
ABHD13	ABHD13	-0.661961	1	-0.839237	4.45588	2.86859
ABHD14A	ABHD14A	1.44187	1	1.73707	3.39218	13.0913
ABHD14A-ACY1	ABHD14A-ACY1	1.56436	1	1.65911	20.4377	74.4378
ABHD14B	ABHD14B	0	1	-0.0662146	20.7106	22.8027
ABHD15	ABHD15	-0.404052	1	-0.64402	3.52088	2.59406
ABHD16A	ABHD16A	0	1	0.0890044	11.5454	14.1564
ABHD16B	ABHD16B	0.685635	1	1.09544	1.24874	3.09247
ABHD17A	ABHD17A	1.13026	1	1.24371	16.9237	46.2199
ABHD17B	ABHD17B	0.115923	1	0.292077	4.79789	6.77349
ABHD17C	ABHD17C	-1.25835	1	-1.43608	13.1563	5.59725
ABHD2	ABHD2	2.94549	1	2.98695	18.7644	171.511
ABHD3	ABHD3	0.749908	1	0.910811	7.54413	16.3615
ABHD4	ABHD4	0.220468	1	0.370552	8.37403	12.483
ABHD5	ABHD5	0.459434	1	0.583788	5.35543	9.25513
ABHD6	ABHD6	0	1	-0.0455521	7.74588	8.65084
ABHD8	ABHD8	0.462629	1	0.735548	2.69193	5.17486
ABI1	ABI1	-0.791163	1	-0.905824	15.4994	9.53263
ABI2	ABI2	-1.72626	1	-1.89923	6.02244	1.85817
ABI3	ABI3	2.5545	1	5.38763	0	0.520837
ABI3BP	ABI3BP	-0.711592	1	-2.30354	0.156572	0.0314836
ABL1	ABL1	-0.838167	1	-0.913188	23.0983	14.137
ABL2	ABL2	-1.19818	1	-1.30141	6.88223	3.21755
ABLIM1	ABLIM1	-1.54513	1	-1.61674	25.6898	9.65414
ABLIM2	ABLIM2	-1.88411	1	-3.19064	0.390614	0.0443548
ABLIM3	ABLIM3	-3.40718	1	-4.08888	2.00869	0.129944
ABO	ABO	0	1	0.065697	0	0
ABR	ABR	0.360418	1	0.462665	6.61838	10.5154
ABRA	ABRA	0	1	0.355204	0.0678139	0.10227
ABRACL	ABRACL	-0.00777709	1	-0.231202	13.7859	13.5327
ABT1	ABT1	-0.147293	1	-0.298908	11.4919	10.7658
ABTB1	ABTB1	-1.5041	1	-2.12985	1.62791	0.417882
ABTB2	ABTB2	-0.194425	1	-0.45191	1.93787	1.63144
AC093375.1	AC093375.1	-1.04571	1	-1.72686	1.24784	0.42342
ACAA1	ACAA1	1.9506	1	2.10375	6.80258	33.7501
ACAA2	ACAA2	0	1	-0.172988	3.3919	3.46605
ACACA	ACACA	2.36864	1	2.4187	10.9094	67.2526
ACACB	ACACB	0.0385972	1	0.236809	1.36046	1.84845
ACAD10	ACAD10	0.651251	1	0.79497	4.91113	9.82733
ACAD11	ACAD11	-0.745167	1	-0.890304	10.1691	6.32055
ACAD8	ACAD8	0.596062	1	0.754514	7.61548	14.8184
ACAD9	ACAD9	1.25927	1	1.39295	7.34038	22.2374
ACADL	ACADL	0	1	3.38763	0	0.101802
ACADM	ACADM	0.631955	1	0.740715	13.1203	25.2797
ACADS	ACADS	1.97711	1	2.21786	2.75219	14.8099
ACADSB	ACADSB	3.90889	1	4.14508	0.781963	16.024
ACADVL	ACADVL	0.716128	1	0.756232	104.807	204.078
ACAN	ACAN	0	1	-3.10423	0.0211266	0
ACAP1	ACAP1	0	1	-0.063586	0.642265	0.707501
ACAP2	ACAP2	-1.04444	1	-1.12159	20.0011	10.5944
ACAP3	ACAP3	0.892634	1	1.02034	6.41536	15.008
ACAT1	ACAT1	1.518	1	1.62836	13.3025	47.4348
ACAT2	ACAT2	0.844749	1	0.938049	29.8472	65.9369
ACBD3	ACBD3	-0.017075	1	-0.110405	18.0015	19.2219
ACBD4	ACBD4	0	1	0.188792	2.08376	2.73886
ACBD5	ACBD5	0.0333757	1	0.155536	8.02122	10.2997
ACBD6	ACBD6	-0.911603	1	-1.0567	24.1395	13.368
ACBD7	ACBD7	1.61746	1	1.98626	0.671946	3.09233
ACCS	ACCS	-4.05158	1	-6.81695	1.21071	0
ACCSL	ACCSL	0	1	0.065697	0	0
ACD	ACD	-0.695911	1	-0.887683	9.96623	6.2029
ACE	ACE	0	1	-2.51927	0.0223653	0
ACE2	ACE2	0.737195	1	1.7502	0.0865367	0.353371
ACER1	ACER1	0	1	0.065697	0	0
ACER2	ACER2	1.06037	1	1.35595	1.42427	4.21689
ACER3	ACER3	0	1	0.0784502	4.78925	5.82951
ACHE	ACHE	0	1	1.74377	0.0310438	0.140452
ACIN1	ACIN1	-0.0334056	1	-0.101403	23.4448	25.1916
ACKR1	ACKR1	0	1	0.065697	0	0
ACKR2	ACKR2	0.557333	1	2.0657	0.0552076	0.294974
ACKR3	ACKR3	5.00731	1	5.38763	0.778165	38.0768
ACKR4	ACKR4	0	1	-1.04978	0.225163	0.119529
ACLY	ACLY	2.22615	1	2.28215	23.1358	129.749
ACMSD	ACMSD	0	1	0.480735	0.0373519	0.0675966
ACN9	ACN9	0	1	0.137188	8.47772	10.7485
ACO1	ACO1	0	1	0.0807902	14.0973	17.187
ACO2	ACO2	0.335839	1	0.410526	30.6525	46.9695
ACOT1	ACOT1	2.07786	1	2.22878	8.53408	46.1749
ACOT11	ACOT11	0.000282575	1	0.318084	1.39753	2.01002
ACOT12	ACOT12	0	1	0.065697	0	0
ACOT13	ACOT13	0.138063	1	0.257973	7.78519	10.7327
ACOT2	ACOT2	1.78257	1	1.91088	8.70973	37.7875
ACOT4	ACOT4	-4.33743	1	-5.97139	2.80368	0.0345163
ACOT6	ACOT6	0	1	1.65066	0	0.0561061
ACOT7	ACOT7	-0.128753	1	-0.282105	10.5731	10.0211
ACOT8	ACOT8	-0.439686	1	-0.622729	17.2645	12.9161
ACOT9	ACOT9	-0.384052	1	-0.526613	18.6138	14.8899
ACOX1	ACOX1	1.14495	1	1.22743	6.99258	18.8788
ACOX2	ACOX2	4.02433	1	5.79362	0.0101104	1.28079
ACOX3	ACOX3	0.0904953	1	0.294247	4.0614	5.74281
ACOXL	ACOXL	2.47506	1	5.31362	0	0.439155
ACP1	ACP1	-0.280559	1	-0.37035	40.5994	36.2018
ACP2	ACP2	0.389105	1	0.545103	7.95667	13.3882
ACP5	ACP5	0	1	-0.464818	0.490115	0.404584
ACP6	ACP6	0.177271	1	0.390222	5.72003	8.64586
ACPP	ACPP	5.90957	1	6.52119	0.146747	16.1777
ACPT	ACPT	0	1	-0.197337	2.16638	2.1746
ACR	ACR	0	1	0.065697	0	0
ACRBP	ACRBP	-2.25964	1	-4.10423	0.433231	0.0149339
ACRC	ACRC	-2.28056	1	-2.94925	1.41774	0.203839
ACRV1	ACRV1	0.093043	1	1.0657	0.317889	0.791025
ACSBG1	ACSBG1	0	1	-1.39373	0.164511	0.06616
ACSBG2	ACSBG2	0	1	0.525129	0.125555	0.212073
ACSF2	ACSF2	-2.06171	1	-2.37981	6.44297	1.41756
ACSF3	ACSF3	0.171703	1	0.339605	3.94517	5.75631
ACSL1	ACSL1	3.19979	1	3.28605	8.06712	90.7607
ACSL3	ACSL3	-0.0633099	1	-0.102893	81.6832	87.6798
ACSL4	ACSL4	-4.73646	1	-4.9611	30.6657	1.12978
ACSL5	ACSL5	0	1	-0.604154	0.212	0.157978
ACSL6	ACSL6	2.88231	1	4.1437	0.0270079	0.615033
ACSM1	ACSM1	2.1646	1	3.50864	0.0796756	1.18099
ACSM2A	ACSM2A	0	1	3.0657	0	0.0665172
ACSM2B	ACSM2B	0	1	0.065697	0	0
ACSM3	ACSM3	3.93133	1	4.22368	1.29411	28.0792
ACSM4	ACSM4	0	1	-0.34934	0.0401806	0.0323181
ACSM5	ACSM5	2.66601	1	5.49196	0	0.489021
ACSS1	ACSS1	-1.18338	1	-1.81695	0.679442	0.217195
ACSS2	ACSS2	-0.237847	1	-0.349113	15.4414	13.9724
ACSS3	ACSS3	1.53124	1	4.45801	0	0.185725
ACTA1	ACTA1	0	1	-0.934303	0.0156467	0
ACTA2	ACTA2	1.38529	1	1.79905	0.996354	4.0323
ACTB	ACTB	-0.371644	1	-0.392613	782.764	687.36
ACTBL2	ACTBL2	-0.442551	1	-3.51927	0.0919092	0
ACTC1	ACTC1	0	1	0.065697	0	0
ACTG1	ACTG1	0.226268	1	0.249139	448.866	614.98
ACTG1P4	ACTG1P4	-1.04822	1	-4.02177	0.188361	0
ACTG2	ACTG2	0	1	1.65066	0	0.042322
ACTL10	ACTL10	2.25213	1	2.67995	0.736724	5.51361
ACTL6A	ACTL6A	0	1	-0.0157541	33.9028	38.6571
ACTL6B	ACTL6B	0	1	1.65066	0	0.0367933
ACTL7A	ACTL7A	-0.284882	1	-3.39373	0.152781	0
ACTL7B	ACTL7B	0	1	-2.51927	0.08296	0
ACTL8	ACTL8	2.34712	1	5.19498	0	0.514572
ACTL9	ACTL9	0	1	0.065697	0	0
ACTN1	ACTN1	-1.51956	1	-1.58979	57.6881	22.0879
ACTN1-AS1	ACTN1-AS1	0	1	-0.934303	0.194866	0.094041
ACTN2	ACTN2	0	1	0.65066	0.00456848	0.0110236
ACTN3	ACTN3	0.316335	1	2.28809	0.0140168	0.109921
ACTN4	ACTN4	-1.05628	1	-1.10205	102.513	55.0484
ACTR10	ACTR10	0.000663199	1	0.128161	12.9588	16.3269
ACTR1A	ACTR1A	0.387043	1	0.466055	25.677	40.8901
ACTR1B	ACTR1B	0.0655437	1	0.161189	24.6166	31.7327
ACTR2	ACTR2	-1.17685	1	-1.25845	34.7654	16.7475
ACTR3	ACTR3	0	1	0.0229197	27.9854	32.7773
ACTR3B	ACTR3B	1.03797	1	1.26061	3.338	9.23597
ACTR3BP2	ACTR3BP2	0	1	0.065697	0	0
ACTR3BP5	ACTR3BP5	0	1	0.065697	0	0
ACTR3C	ACTR3C	0.694116	1	0.953068	4.14291	9.2628
ACTR5	ACTR5	-0.74018	1	-0.935972	8.13636	4.89683
ACTR6	ACTR6	0.616108	1	0.792104	5.12537	10.238
ACTR8	ACTR8	0.969817	1	1.12442	4.40774	11.086
ACTRT1	ACTRT1	0	1	0.065697	0	0
ACTRT2	ACTRT2	0	1	0.065697	0	0
ACTRT3	ACTRT3	0.735338	1	1.22324	0.745919	2.02486
ACVR1	ACVR1	-1.41727	1	-1.67681	5.2136	1.87346
ACVR1B	ACVR1B	0	1	0.00274224	5.68204	6.56233
ACVR1C	ACVR1C	-0.897461	1	-2.63474	0.064297	0.00930878
ACVR2A	ACVR2A	0	1	-0.165867	2.25172	2.31304
ACVR2B	ACVR2B	-0.121358	1	-0.312815	1.43892	1.33484
ACVR2B-AS1	ACVR2B-AS1	0	1	-0.507488	0.556494	0.447601
ACVRL1	ACVRL1	0	1	2.0657	0	0.0191861
ACY1	ACY1	1.59273	1	1.68624	23.3867	86.7953
ACY3	ACY3	0	1	1.65066	0	0.0433312
ACYP1	ACYP1	0	1	0.0826701	5.71713	6.97973
ACYP2	ACYP2	0	1	0.209189	2.90379	3.87215
ADA	ADA	0.409937	1	0.712465	3.00193	5.68085
ADAD1	ADAD1	0	1	0.065697	0	0
ADAD2	ADAD2	0	1	-0.519265	0.0202647	0.0122245
ADAL	ADAL	0	1	-0.038118	4.89384	5.49399
ADAM10	ADAM10	-0.633678	1	-0.693074	39.6688	28.2828
ADAM11	ADAM11	2.36726	1	2.85187	0.254556	2.15622
ADAM12	ADAM12	0.652971	1	1.92819	0.0261217	0.12291
ADAM15	ADAM15	0.41041	1	0.465483	44.4058	70.6846
ADAM17	ADAM17	-2.57047	1	-2.73407	21.1767	3.66236
ADAM18	ADAM18	0	1	2.0657	0	0.0258555
ADAM19	ADAM19	-3.80415	1	-5.13257	0.915348	0.0258832
ADAM1A	ADAM1A	1.35912	1	1.70756	0.945306	3.58016
ADAM2	ADAM2	0	1	2.87305	0	0.063269
ADAM20	ADAM20	-0.458648	1	-1.55579	0.326093	0.121054
ADAM20P1	ADAM20P1	-0.262757	1	-1.14581	0.330643	0.166988
ADAM21	ADAM21	0.583846	1	1.61589	0.113921	0.422902
ADAM21P1	ADAM21P1	1.6797	1	3.58926	0.0113933	0.302409
ADAM22	ADAM22	3.09923	1	3.5521	0.127648	1.75626
ADAM23	ADAM23	1.09111	1	2.65066	0.018751	0.158359
ADAM28	ADAM28	0	1	-0.519265	0.0126944	0.00765777
ADAM29	ADAM29	0	1	0.065697	0	0
ADAM30	ADAM30	0	1	0.065697	0	0
ADAM32	ADAM32	-2.72373	1	-4.03234	1.16425	0.0722981
ADAM33	ADAM33	0	1	-2.51927	0.0327971	0
ADAM3A	ADAM3A	0	1	0.065697	0	0
ADAM5	ADAM5	0	1	-0.934303	0.013692	0
ADAM6	ADAM6	0	1	0.065697	0	0
ADAM7	ADAM7	5.11094	1	7.86011	0	1.8329
ADAM8	ADAM8	-1.12526	1	-1.4095	3.5714	1.54435
ADAM9	ADAM9	-0.286097	1	-0.334968	62.2019	56.846
ADAMDEC1	ADAMDEC1	0	1	0.065697	0	0
ADAMTS1	ADAMTS1	5.97627	1	6.19792	1.08418	92.1684
ADAMTS10	ADAMTS10	0	1	-0.934303	0.00534944	0
ADAMTS12	ADAMTS12	0	1	0.065697	0	0
ADAMTS13	ADAMTS13	0.166825	1	0.488388	0.830417	1.34477
ADAMTS14	ADAMTS14	-1.14434	1	-4.10423	0.0753492	0
ADAMTS15	ADAMTS15	-2.26619	1	-2.64265	2.25388	0.41186
ADAMTS16	ADAMTS16	0	1	-2.74166	0.0281604	0
ADAMTS17	ADAMTS17	-0.514629	1	-0.901136	0.789104	0.484918
ADAMTS18	ADAMTS18	0	1	0.065697	0	0
ADAMTS19	ADAMTS19	0	1	0.065697	0	0
ADAMTS2	ADAMTS2	0	1	0.065697	0	0
ADAMTS20	ADAMTS20	2.5545	1	5.38763	0	0.1916
ADAMTS3	ADAMTS3	0.360481	1	1.19123	0.0842054	0.227373
ADAMTS4	ADAMTS4	0	1	1.65066	0	0.0130034
ADAMTS5	ADAMTS5	0	1	-1.51927	0.00483182	0
ADAMTS6	ADAMTS6	-3.06075	1	-4.27059	0.645616	0.0348772
ADAMTS7	ADAMTS7	-1.37981	1	-1.77758	1.29269	0.430944
ADAMTS7P1	ADAMTS7P1	-0.248991	1	-0.983213	0.138205	0.0791318
ADAMTS8	ADAMTS8	0.0330239	1	2.0657	0.0127464	0.0845804
ADAMTS9	ADAMTS9	0	1	-1.51927	0.0255415	0.00770385
ADAMTS9-AS2	ADAMTS9-AS2	0	1	-1.51927	0.020956	0
ADAMTSL1	ADAMTSL1	0	1	0.065697	0	0
ADAMTSL2	ADAMTSL2	0	1	-2.25623	0.0225937	0
ADAMTSL3	ADAMTSL3	-4.95966	1	-7.70909	0.693824	0
ADAMTSL4	ADAMTSL4	-1.38181	1	-1.89036	1.0189	0.312098
ADAMTSL4-AS1	ADAMTSL4-AS1	-1.80503	1	-2.77302	2.0731	0.326239
ADAMTSL5	ADAMTSL5	-1.05968	1	-2.4368	0.408557	0.0788667
ADAP1	ADAP1	-2.78694	1	-3.13043	7.43288	0.969475
ADAP2	ADAP2	2.4518	1	3.46942	0.0934137	1.29095
ADAR	ADAR	-0.0613276	1	-0.10514	41.0281	43.9715
ADARB1	ADARB1	0.822899	1	1.02732	1.30366	3.06684
ADARB2	ADARB2	0	1	-2.9343	0.0193941	0
ADARB2-AS1	ADARB2-AS1	0	1	0.065697	0	0
ADAT1	ADAT1	0.308109	1	0.441233	7.25034	11.3505
ADAT2	ADAT2	-0.203801	1	-0.396512	2.22451	1.9471
ADAT3	ADAT3	2.59892	1	3.20772	0.402004	4.41706
ADC	ADC	-1.20568	1	-1.96825	0.909404	0.25816
ADCK1	ADCK1	0.87706	1	1.18651	1.72422	4.53872
ADCK2	ADCK2	1.08091	1	1.2012	11.0207	29.2256
ADCK3	ADCK3	2.26107	1	2.39214	6.0997	36.9501
ADCK4	ADCK4	0	1	0.0791454	8.97523	10.93
ADCK5	ADCK5	0.469254	1	0.810286	1.76144	3.57025
ADCY1	ADCY1	2.80073	1	3.08683	0.258165	2.54404
ADCY10	ADCY10	0	1	0.65066	0.0301447	0.0571514
ADCY10P1	ADCY10P1	-2.02771	1	-2.73226	0.776632	0.129453
ADCY2	ADCY2	0	1	0.065697	0	0
ADCY3	ADCY3	-0.839807	1	-0.951517	14.3224	8.53415
ADCY4	ADCY4	0	1	-0.519265	0.012551	0.00757131
ADCY5	ADCY5	0	1	-0.0863061	0.0335791	0.0360112
ADCY6	ADCY6	0.27656	1	0.388703	5.594	8.44369
ADCY7	ADCY7	-2.52724	1	-2.77752	5.15795	0.863303
ADCY8	ADCY8	0	1	0.065697	0	0
ADCY9	ADCY9	-0.435216	1	-0.565794	5.04241	3.92571
ADCYAP1	ADCYAP1	0	1	0.065697	0	0
ADCYAP1R1	ADCYAP1R1	0	1	-0.934303	0.00355056	0
ADD1	ADD1	0.277641	1	0.346918	19.8644	29.1253
ADD2	ADD2	-1.7229	1	-2.77561	0.333892	0.0521316
ADD3	ADD3	-0.782092	1	-0.920236	8.74679	5.32511
ADD3-AS1	ADD3-AS1	-0.229087	1	-1.05983	0.857197	0.462086
ADGB	ADGB	0	1	-0.934303	0.00441387	0
ADH1A	ADH1A	3.66516	1	4.99981	0.0933798	3.99947
ADH1B	ADH1B	4.95103	1	7.70232	0	1.98178
ADH1C	ADH1C	5.51817	1	7.13895	0.0265585	6.45654
ADH4	ADH4	0	1	0.065697	0.0117963	0.0142321
ADH5	ADH5	-0.696298	1	-0.771026	49.1556	33.2012
ADH6	ADH6	-0.257389	1	-1.79228	0.217451	0.0655878
ADH7	ADH7	0	1	-2.74166	0.0584354	0
ADHFE1	ADHFE1	-1.95561	1	-3.49502	0.714515	0.0594518
ADI1	ADI1	1.78175	1	1.87742	21.6456	91.722
ADIG	ADIG	0	1	-0.34934	0.0909543	0.0731565
ADIPOQ	ADIPOQ	0	1	0.065697	0	0
ADIPOQ-AS1	ADIPOQ-AS1	0	1	0.065697	0	0
ADIPOR1	ADIPOR1	-0.022066	1	-0.0953219	42.7782	46.1594
ADIPOR2	ADIPOR2	-0.281034	1	-0.358047	26.0886	23.4628
ADIRF	ADIRF	-5.11852	1	-6.37725	24.144	0.293388
ADK	ADK	-0.0228597	1	-0.131271	19.6408	20.6707
ADM	ADM	-4.92597	1	-6.14159	10.6978	0.155502
ADM2	ADM2	0.155564	1	0.375814	2.27276	3.40119
ADM5	ADM5	-1.68566	1	-2.09989	3.6587	0.973515
ADNP	ADNP	-0.356463	1	-0.423809	21.3103	18.3115
ADNP2	ADNP2	-0.185538	1	-0.273414	14.2704	13.6095
ADO	ADO	0.429488	1	0.533563	11.171	18.6432
ADORA1	ADORA1	0	1	0.770241	0.207937	0.414905
ADORA2A	ADORA2A	0	1	0.387625	0.307897	0.466722
ADORA2A-AS1	ADORA2A-AS1	0	1	0.387625	0.0682782	0.104843
ADORA2B	ADORA2B	-2.19463	1	-2.41166	18.5397	4.0044
ADORA3	ADORA3	0	1	0.065697	0	0
ADPGK	ADPGK	0.37484	1	0.466759	19.6266	31.2711
ADPGK-AS1	ADPGK-AS1	0.449877	1	1.12798	0.282192	0.722186
ADPRH	ADPRH	-3.59954	1	-6.37725	0.545265	0
ADPRHL1	ADPRHL1	2.77385	1	3.19694	0.664548	7.12537
ADPRHL2	ADPRHL2	0.366688	1	0.501914	14.689	23.9846
ADPRM	ADPRM	-0.000238956	1	-0.242748	6.53597	6.36409
ADRA1A	ADRA1A	0.716507	1	3.76614	0	0.0949391
ADRA1B	ADRA1B	0	1	-2.9343	0.0724998	0
ADRA1D	ADRA1D	0	1	-3.10423	0.0700523	0
ADRA2A	ADRA2A	4.28632	1	5.92368	0.0120552	1.25809
ADRA2B	ADRA2B	0	1	-1.08631	0.131932	0.0670203
ADRA2C	ADRA2C	0.996821	1	2.5682	0.0596143	0.474696
ADRB1	ADRB1	-0.268875	1	-0.934303	0.579137	0.344439
ADRB2	ADRB2	-1.17852	1	-1.32242	22.0417	10.1516
ADRB3	ADRB3	0	1	0.065697	0	0
ADRBK1	ADRBK1	0.566933	1	0.658942	14.9058	27.1348
ADRBK2	ADRBK2	0.790075	1	0.958597	1.54688	3.46817
ADRM1	ADRM1	-0.357785	1	-0.446778	54.1666	45.8066
ADSL	ADSL	0.340781	1	0.440693	29.7226	46.5096
ADSS	ADSS	-0.263552	1	-0.38101	16.0948	14.2446
ADSSL1	ADSSL1	0	1	-0.114875	2.47155	2.62948
ADTRP	ADTRP	-4.44788	1	-5.82507	4.46042	0.0757946
AEBP1	AEBP1	0	1	0.728662	0.0628474	0.124076
AEBP2	AEBP2	-0.0233695	1	-0.170884	4.51462	4.62227
AEN	AEN	0.383547	1	0.482349	15.0513	24.2424
AES	AES	-0.91305	1	-0.984991	79.6828	46.4009
AFAP1	AFAP1	-1.56519	1	-1.70421	7.53828	2.66428
